,date,code,book_to_price_ratio,leverage,earnings_yield,beta,growth,residual_volatility,non_linear_size,liquidity,momentum,size
12568,2018-06-01,000100.XSHE,0.709796,1.542191,1.019833,0.37518,-0.229547,-0.879428,-0.081914,0.213964,-0.295745,0.235062
12588,2018-07-02,000100.XSHE,0.676394,1.480955,0.916578,0.397775,-0.247797,-0.849079,-0.04142,0.213814,-0.383821,0.209792
12610,2018-08-01,000100.XSHE,0.656102,1.420626,0.867598,0.776999,-0.252932,-0.76603,-0.090394,0.287433,-0.328057,0.240206
12633,2018-09-03,000100.XSHE,0.57132,1.746416,0.860314,0.662827,-0.242123,-0.811405,-0.09009,0.364543,-0.360667,0.236466
12652,2018-10-08,000100.XSHE,0.577642,1.73034,0.948819,0.473862,-0.239142,-0.844016,-0.084109,0.292006,-0.239512,0.23516
12670,2018-11-01,000100.XSHE,0.647998,1.707968,1.041196,0.640773,-0.221751,-0.856841,0.0374,0.175377,-0.329676,0.172845
12692,2018-12-03,000100.XSHE,0.723954,1.741943,1.119142,0.623101,-0.223996,-0.833926,-0.018123,-0.067767,-0.508277,0.202705
12712,2019-01-02,000100.XSHE,0.516421,1.731755,0.885217,0.421047,-0.22206,-0.675011,-0.159705,-0.009026,-0.528004,0.288236
12734,2019-02-01,000100.XSHE,0.3083,1.730533,0.685011,0.348802,-0.23563,-0.340804,-0.200751,0.255153,-0.108959,0.304228
12749,2019-03-01,000100.XSHE,0.337931,1.738653,0.715931,0.754614,-0.23343,-0.026792,-0.226544,0.638775,-0.005527,0.318093
12770,2019-04-01,000100.XSHE,0.039829,1.761894,0.380608,0.845327,-0.32347,0.869947,-0.544575,1.065398,0.100073,0.509695
12791,2019-05-06,000100.XSHE,0.156351,1.76005,0.580362,0.905134,-0.381296,0.287768,-0.313678,0.679959,0.592355,0.365232
12811,2019-06-03,000100.XSHE,0.199852,1.781805,0.582879,0.697589,-0.380102,0.139162,-0.295332,0.593582,0.247017,0.355349
12830,2019-07-01,000100.XSHE,0.156769,1.814309,0.491153,0.948783,-0.39531,0.054561,-0.334301,0.447713,0.125112,0.376386
12853,2019-08-01,000100.XSHE,0.166454,1.788476,0.473734,0.980948,-0.042946,-0.042495,-0.28402,0.65604,-0.002492,0.351371
12875,2019-09-02,000100.XSHE,0.291104,1.83702,0.762134,0.990109,-0.06454,-0.002892,-0.164405,0.711406,0.036101,0.275365
12895,2019-10-08,000100.XSHE,0.097784,1.812061,0.545049,0.887769,-0.097908,0.034972,-0.318453,1.001197,-0.136284,0.36464
12913,2019-11-01,000100.XSHE,0.172939,1.837065,0.632749,0.946032,-0.110637,-0.15952,-0.189172,0.701505,0.193479,0.285147
12934,2019-12-02,000100.XSHE,-0.075867,1.811951,0.279795,0.928755,-0.104214,-0.01001,-0.397863,1.078361,-0.071776,0.412449
12956,2020-01-02,000100.XSHE,-0.254065,1.688594,0.061689,1.037696,-0.107595,0.376895,-0.570519,1.33207,0.327213,0.520811
12972,2020-02-03,000100.XSHE,-0.403226,1.539941,-0.132751,0.881824,-0.087901,0.320083,-0.697743,1.314962,0.708438,0.600526
12992,2020-03-02,000100.XSHE,-0.66218,1.380908,-0.483668,2.061891,-0.068761,0.709043,-0.995767,1.57487,0.937492,0.804438
13014,2020-04-01,000100.XSHE,-0.345937,1.920323,-0.023883,2.257304,-0.414966,0.731475,-0.643521,1.739412,1.263729,0.565776
13035,2020-05-06,000100.XSHE,-0.428819,1.956215,-0.036988,2.456721,-0.566266,0.488176,-0.647429,1.661667,0.41493,0.551636
13053,2020-06-01,000100.XSHE,-0.535565,1.804485,-0.176078,2.366492,-0.575942,0.388648,-0.803889,1.697034,0.120346,0.6456
13073,2020-07-01,000100.XSHE,-0.557531,1.666539,-0.284667,2.142836,-0.594598,0.498078,-0.849444,1.599271,0.619764,0.669593
13096,2020-08-03,000100.XSHE,-0.43066,1.774076,-0.10069,1.726387,-0.593262,0.057856,-0.721041,1.432332,0.649003,0.58245
13117,2020-09-01,000100.XSHE,-0.49081,2.045253,-0.244099,1.806965,-0.607347,0.086427,-0.902189,1.517828,0.359708,0.719021
13139,2020-10-09,000100.XSHE,-0.431013,2.013852,-0.095156,2.079883,-0.607654,-0.256938,-0.820202,1.097375,0.919004,0.667706
13155,2020-11-02,000100.XSHE,-0.402097,2.035059,0.040136,1.968556,-0.608512,-0.496754,-0.765412,1.123017,0.40571,0.634551
13176,2020-12-01,000100.XSHE,-0.49112,1.998831,-0.08578,1.711978,-0.603104,-0.517559,-0.929568,1.582808,0.384767,0.746317
13199,2021-01-04,000100.XSHE,-0.410367,2.051838,0.064479,1.888847,-0.635678,-0.391754,-0.800706,1.586379,0.926018,0.63983
13200,2010-03-01,000157.XSHE,-0.234256,0.17529,0.636703,0.471451,0.106676,-0.078951,-0.66343,0.488239,-0.1278,0.578862
13223,2010-04-01,000157.XSHE,-0.250216,0.170041,0.73438,0.498233,0.232639,-0.055597,-0.626813,0.315385,-0.10834,0.56033
13244,2010-05-04,000157.XSHE,0.117562,0.119808,1.095545,0.899961,0.51153,-0.040056,-0.487891,0.326515,-0.116646,0.464687
13264,2010-06-01,000157.XSHE,0.10215,0.123689,0.920846,1.059476,0.52369,0.131363,-0.4973,0.336976,-0.268429,0.477248
13283,2010-07-01,000157.XSHE,0.106816,0.135381,0.930809,1.166604,0.514347,-0.029186,-0.467616,0.136276,-0.242673,0.464224
13305,2010-08-02,000157.XSHE,-0.386019,0.038026,0.265508,1.131645,0.523145,0.521495,-0.835035,1.116323,-0.322235,0.707546
13327,2010-09-01,000157.XSHE,-0.689808,0.403357,1.255709,1.203892,0.629577,1.094162,-1.166361,1.315384,0.277191,0.970515
13346,2010-10-08,000157.XSHE,-0.477602,0.42739,1.286537,1.032247,0.630236,0.79692,-1.024552,1.220338,0.514024,0.83633
13362,2010-11-01,000157.XSHE,-0.876389,0.191902,1.275271,1.155161,0.575944,0.876868,-1.252791,1.328176,0.622518,1.033607
13384,2010-12-01,000157.XSHE,-0.931922,0.25634,1.068754,2.327683,0.366983,0.655841,-1.166758,1.130972,1.48674,0.942465
13407,2011-01-04,000157.XSHE,-1.129509,0.173313,0.97404,1.924545,0.381972,0.359632,-1.233522,1.164601,1.237663,1.008787
13427,2011-02-01,000157.XSHE,-1.174376,0.175785,0.605745,2.017139,0.362229,0.121081,-1.19003,0.877926,1.010637,0.973632
13442,2011-03-01,000157.XSHE,-1.281111,0.159432,-0.122331,2.061936,0.397143,0.102658,-1.255265,1.052053,0.733121,1.023806
13465,2011-04-01,000157.XSHE,-0.404988,-0.240162,0.033811,2.049292,-0.327227,-0.096245,-1.237638,1.112667,0.883878,1.002939
13484,2011-05-03,000157.XSHE,-0.237173,-0.324655,0.065597,2.227263,-0.322281,-0.107865,-1.227046,1.237821,0.934981,0.977019
13505,2011-06-01,000157.XSHE,-0.177046,-0.319023,0.11578,2.243798,-0.335273,-0.187471,-1.201267,0.999533,0.792464,0.964093
13526,2011-07-01,000157.XSHE,-0.257248,-0.311399,0.009767,1.928089,-0.329142,-0.594803,-1.215711,1.083243,0.657662,0.985742
13547,2011-08-01,000157.XSHE,-0.344763,-0.311259,0.979122,1.443699,-0.278799,-0.559291,-1.227189,0.940741,0.910071,1.009553
13570,2011-09-01,000157.XSHE,-0.274437,-0.356689,1.288073,1.294527,-0.295008,-0.292351,-1.221817,0.765065,0.912088,1.015541
13591,2011-10-10,000157.XSHE,-0.226046,-0.347716,1.325407,1.246015,-0.322185,-0.817853,-1.171397,0.82784,0.642506,0.973766
13607,2011-11-01,000157.XSHE,-0.018575,-0.368637,1.357985,1.135974,-0.327104,-1.168023,-1.184017,0.56424,0.464207,0.986743
13629,2011-12-01,000157.XSHE,0.314777,-0.331508,1.362843,0.93322,-0.336558,-0.807724,-1.18571,0.440392,0.310636,0.987644
13651,2012-01-04,000157.XSHE,0.228498,-0.366656,1.445604,1.11559,-0.376856,-0.675765,-1.103674,0.468463,-0.315284,0.888511
13666,2012-02-01,000157.XSHE,-0.039446,-0.410445,1.459947,1.111945,-0.381859,-0.236941,-1.096263,0.695432,-0.203728,0.873207
13687,2012-03-01,000157.XSHE,-0.079502,-0.377352,1.393545,1.018071,-0.348151,-0.318421,-1.162693,0.494203,0.358146,0.938423
13709,2012-04-05,000157.XSHE,-0.030783,-0.449844,1.283402,1.077847,-1.418976,-0.148986,-1.129599,0.459646,0.596874,0.909528
13726,2012-05-02,000157.XSHE,-0.103911,-0.500861,1.27947,1.035038,-1.422409,0.012018,-1.125561,0.55444,0.272067,0.903649
13748,2012-06-01,000157.XSHE,-0.306101,-0.513602,0.824622,1.357888,-1.421238,0.352852,-1.156061,0.791697,0.708936,0.933265
13768,2012-07-02,000157.XSHE,-0.200316,-0.521926,0.932245,1.143593,-1.42188,0.287682,-1.154782,0.666274,0.968509,0.941085
13790,2012-08-01,000157.XSHE,-0.254617,-0.543541,0.819384,1.076533,-1.433516,0.562278,-1.11105,0.710678,0.472473,0.897514
13813,2012-09-03,000157.XSHE,-0.011713,-0.499458,1.371403,1.286529,-1.428666,0.344223,-1.13959,0.642624,0.562151,0.951736
13833,2012-10-08,000157.XSHE,-0.02274,-0.487714,1.419861,2.170415,-1.434774,0.27079,-1.116673,0.88134,-0.029708,0.925749
13851,2012-11-01,000157.XSHE,0.109169,-0.456963,1.405169,2.183853,-1.439589,0.083414,-1.124899,0.768252,-0.013762,0.934642
13873,2012-12-03,000157.XSHE,0.085004,-0.503782,1.428094,1.741304,-1.471426,-0.237816,-1.065278,0.728102,-0.015527,0.869722
13894,2013-01-04,000157.XSHE,0.092378,-0.509216,1.403225,1.579609,-0.907988,-0.521946,-1.098532,0.712295,-0.010118,0.899059
13914,2013-02-01,000157.XSHE,0.094532,-0.49989,1.369825,1.602352,-0.906948,-0.580385,-1.101685,0.619535,-0.071599,0.902767
13929,2013-03-01,000157.XSHE,0.166222,-0.464393,1.335482,1.732424,-0.975647,-0.498145,-1.130661,0.694761,-0.373883,0.944317
13950,2013-04-01,000157.XSHE,0.384528,-0.322263,1.358012,1.471957,-0.868451,-0.538791,-1.125125,0.577015,-0.259927,0.953212
13968,2013-05-02,000157.XSHE,0.527879,-0.403757,1.467628,1.306838,-0.8466,-0.307903,-1.120402,0.466826,-0.706135,0.935646
13990,2013-06-03,000157.XSHE,0.898629,-0.312109,1.434973,0.935112,-0.908153,-0.450599,-1.162212,0.209707,-1.032043,0.988853
14007,2013-07-01,000157.XSHE,1.33743,-0.254838,1.476238,0.533908,-0.919712,0.30251,-0.980264,0.493457,-1.396642,0.8317
14030,2013-08-01,000157.XSHE,1.406124,-0.231092,1.423801,1.138065,-0.930861,0.232719,-0.876257,0.408449,-1.829049,0.749706
14052,2013-09-02,000157.XSHE,1.237452,-0.088597,1.527165,1.179386,-1.052228,0.286391,-1.016321,0.447155,-1.654414,0.863895
14071,2013-10-08,000157.XSHE,1.388168,-0.104627,1.545763,1.145915,-1.262262,0.122646,-0.916142,0.505884,-1.753962,0.779253
14089,2013-11-01,000157.XSHE,1.286269,-0.22232,1.447969,1.008712,-1.406841,0.184685,-0.953503,0.306793,-1.50982,0.809616
14110,2013-12-02,000157.XSHE,1.436261,-0.193647,1.478982,0.75645,-1.462774,-0.05409,-0.90495,0.185585,-1.302244,0.770387
14132,2014-01-02,000157.XSHE,1.526441,-0.149131,1.474196,0.775173,-1.479808,0.080983,-0.928819,0.180184,-1.382455,0.792779
14153,2014-02-07,000157.XSHE,1.624239,-0.082792,1.494912,0.639031,-1.440448,-0.299945,-0.895195,-0.152521,-1.285023,0.766476
14169,2014-03-03,000157.XSHE,1.734711,-0.066059,1.479851,0.356626,-1.491918,-0.397246,-0.904862,-0.181017,-0.851859,0.776016
14190,2014-04-01,000157.XSHE,1.76288,-0.082879,1.301937,0.14425,-1.465198,-0.654661,-0.893513,-0.328034,-0.88168,0.775702
14211,2014-05-05,000157.XSHE,1.917929,0.045273,1.006014,0.020338,-0.927909,-0.525358,-0.765156,-0.315944,-1.262564,0.680186
14231,2014-06-03,000157.XSHE,1.909853,0.050735,0.871413,0.058666,-1.027533,-0.827263,-0.787262,-0.423314,-1.508771,0.701725
14251,2014-07-01,000157.XSHE,1.950755,0.112759,-0.681624,-0.058915,-1.401526,-0.843726,-0.777344,-0.356257,-1.508556,0.689504
14274,2014-08-01,000157.XSHE,1.939642,0.115352,0.246364,-0.165587,-1.029736,-1.010525,-0.792238,-0.120283,-1.201003,0.694951
14295,2014-09-01,000157.XSHE,1.902147,0.194355,-0.277132,-0.347138,-1.287456,-0.968352,-0.769044,-0.245655,-1.329493,0.67289
14316,2014-10-08,000157.XSHE,1.897502,0.259557,-0.609975,-0.293954,-1.422336,-1.036616,-0.842666,-0.017321,-1.199349,0.718282
14334,2014-11-03,000157.XSHE,1.810323,0.289102,-0.82347,-0.371714,-1.426687,-1.172385,-0.803567,-0.015291,-1.031205,0.695732
14354,2014-12-01,000157.XSHE,1.773678,0.259647,-1.126435,-0.342418,-1.617844,-1.233398,-0.655851,0.24974,-0.723083,0.603202
14377,2015-01-05,000157.XSHE,1.877057,-0.010453,-1.185693,0.848259,-1.615312,-0.70419,-0.586508,1.273435,-0.712048,0.552724
14397,2015-02-02,000157.XSHE,1.894575,0.225908,-0.986122,0.855076,-1.621253,-0.743634,-0.489051,0.848674,-0.21923,0.486115
14412,2015-03-02,000157.XSHE,1.920936,0.246951,-1.044498,0.871556,-1.590373,-0.955553,-0.443853,0.549401,-0.619872,0.444701
14434,2015-04-01,000157.XSHE,1.917006,0.941061,-1.567,0.907882,-1.043509,-0.688283,-0.522746,0.653689,-0.369321,0.481919
14455,2015-05-04,000157.XSHE,1.991178,1.153781,-1.374614,0.907772,-1.005732,-1.143628,-0.331106,0.802291,-0.338779,0.355424
14475,2015-06-01,000157.XSHE,2.050903,1.176083,-1.452936,-0.285953,-0.963882,-1.110963,-0.546051,0.867507,-0.361257,0.446294
14496,2015-07-01,000157.XSHE,1.813806,1.239364,-1.81959,0.319421,-1.018265,-0.944393,-0.43854,1.001267,-0.185714,0.431427
14519,2015-08-03,000157.XSHE,1.770201,1.236952,-1.904732,0.91036,-1.062146,-0.890994,-0.179159,0.825256,-0.26462,0.293021
14540,2015-09-01,000157.XSHE,1.742669,0.798276,-2.041466,0.818701,-1.249279,-0.755724,-0.227322,0.900365,-0.300448,0.340426
14560,2015-10-08,000157.XSHE,1.80646,0.943291,-1.849957,0.718592,-1.181718,-0.996668,-0.156779,0.374072,-0.365179,0.280842
14577,2015-11-02,000157.XSHE,1.920462,1.049883,-1.641884,0.563585,-1.148492,-1.32327,-0.158917,0.228399,-0.719782,0.266061
14598,2015-12-01,000157.XSHE,1.959076,1.198909,-1.742827,0.489334,-1.107851,-1.266038,-0.172556,0.005954,-0.918903,0.258546
14621,2016-01-04,000157.XSHE,1.941866,1.24485,-2.127364,0.501333,-1.095327,-0.808702,-0.209214,0.040179,-0.774384,0.276828
14641,2016-02-01,000157.XSHE,1.806021,1.048381,-2.389001,0.23635,-1.124261,-0.686443,-0.157067,-0.139955,-0.597359,0.284576
14657,2016-03-01,000157.XSHE,1.807435,1.188979,-3.818683,0.149983,-1.14027,-0.768921,-0.145635,-0.195098,-0.515638,0.271389
14680,2016-04-01,000157.XSHE,1.830675,1.075754,-2.048031,0.131232,-1.794814,-0.941911,-0.173788,-0.340238,-0.647324,0.275911
14700,2016-05-03,000157.XSHE,1.809282,0.914934,-1.738455,0.15769,-1.697465,-0.882984,-0.098437,-0.359144,-0.518793,0.22612
14721,2016-06-01,000157.XSHE,1.830133,0.892825,-1.721355,0.074429,-1.692632,-0.963249,0.014855,-0.492961,-0.547998,0.162259
14741,2016-07-01,000157.XSHE,1.884336,0.952176,-1.669467,-0.063059,-1.699079,-0.949764,-0.003473,-0.590167,-0.559771,0.158661
14762,2016-08-01,000157.XSHE,1.875858,0.971221,-1.679526,-0.218085,-1.690011,-1.012772,0.0171,-0.757927,-0.466393,0.153668
14785,2016-09-01,000157.XSHE,1.898175,0.972815,-1.496798,-0.314976,-1.686732,-1.214724,0.058395,-0.704364,-0.423201,0.125676
14805,2016-10-10,000157.XSHE,1.895279,0.857471,-1.764324,-0.464784,-1.689029,-0.851008,-0.156417,-0.127925,-0.304563,0.257496
14821,2016-11-01,000157.XSHE,1.872927,1.000138,-1.719312,-0.479986,-1.69458,-0.760544,-0.109115,-0.340696,-0.104199,0.225626
14843,2016-12-01,000157.XSHE,1.889551,1.008406,-1.476549,-0.325287,-1.709584,-0.595835,-0.076655,-0.267629,-0.170868,0.2244
14865,2017-01-03,000157.XSHE,1.818072,1.005953,-1.631616,-0.213309,-1.729273,-0.746119,-0.088308,-0.573501,-0.151353,0.233392
14883,2017-02-03,000157.XSHE,1.786011,1.039267,-1.552687,-0.086936,-1.749695,-0.709272,-0.017749,-0.635231,-0.115594,0.192072
14901,2017-03-01,000157.XSHE,1.779117,1.084376,-1.351491,0.07818,-1.675794,-0.546591,-0.08731,-0.212894,-0.10043,0.241679
14924,2017-04-05,000157.XSHE,1.788527,1.22666,-1.395703,-0.023198,-1.95726,-0.590701,-0.04982,-0.162645,-0.07167,0.212835
14942,2017-05-02,000157.XSHE,1.801709,1.307725,-1.152287,0.267333,-1.91722,-0.854176,0.106368,-0.062403,-0.058843,0.124458
14962,2017-06-01,000157.XSHE,1.827245,1.206552,-1.253068,0.399184,-1.918552,-1.148291,0.210929,-0.185412,-0.122068,0.066334
14984,2017-07-03,000157.XSHE,1.863126,1.281898,-1.183564,0.325447,-1.896111,-1.119645,0.178712,-0.382989,-0.123242,0.077519
15005,2017-08-01,000157.XSHE,1.879192,1.217909,-1.0929,0.152069,-1.886147,-1.231104,0.129082,-0.155928,-0.164263,0.09694
15028,2017-09-01,000157.XSHE,2.079148,1.20941,-0.807788,0.24235,-1.89128,-1.377802,0.24907,-0.228885,-0.059218,0.03369
15049,2017-10-09,000157.XSHE,2.096327,1.292922,-0.571086,0.324219,-1.88728,-1.413809,0.238652,-0.384151,-0.143891,0.035631
15066,2017-11-01,000157.XSHE,1.932479,0.9391,-0.430727,0.46529,-1.882308,-1.630669,0.299351,-0.289569,-0.19222,0.008457
15088,2017-12-01,000157.XSHE,1.951907,0.948002,-0.364721,0.262401,-1.892728,-1.763171,0.395702,-0.470043,-0.176276,-0.047477
15109,2018-01-02,000157.XSHE,2.00407,0.90201,-0.38781,0.335065,-1.898415,-1.478542,0.349273,-0.236775,-0.213304,-0.019929
15131,2018-02-01,000157.XSHE,2.082451,0.897257,-0.334704,0.45572,-1.896453,-1.67816,0.529255,-0.117029,-0.19994,-0.120238
15146,2018-03-01,000157.XSHE,2.036989,0.890673,-0.307706,0.00886,-1.882702,-1.547225,0.501326,-0.233199,-0.252104,-0.111701
15168,2018-04-02,000157.XSHE,2.014901,0.791539,-0.34681,-0.532755,-1.26187,-1.480917,0.418721,-0.483383,-0.283572,-0.061865
15186,2018-05-02,000157.XSHE,2.015638,0.76728,-0.407817,-0.695324,-1.229781,-1.434014,0.384274,-0.54895,-0.231324,-0.043193
15208,2018-06-01,000157.XSHE,2.069848,0.787204,-0.43265,-0.660819,-1.2229,-1.421648,0.372182,-0.538049,-0.151031,-0.028408
15228,2018-07-02,000157.XSHE,2.134352,0.675533,-0.555285,-0.735058,-1.233352,-1.497997,0.298418,-0.52279,-0.179322,0.012341
15250,2018-08-01,000157.XSHE,2.180884,0.639096,-0.588713,-0.837436,-1.240188,-1.512732,0.272081,-0.521164,0.079196,0.030984
15273,2018-09-03,000157.XSHE,2.0003,0.547476,-0.519221,-0.834863,-1.224593,-1.445793,0.341594,-0.495514,0.117176,-0.012474
15292,2018-10-08,000157.XSHE,2.154685,0.577138,-0.456873,-0.879911,-1.215788,-1.358812,0.406762,-0.578064,0.154356,-0.047571
15310,2018-11-01,000157.XSHE,2.20511,0.557385,-0.333098,-0.641101,-1.19889,-1.265406,0.469661,-0.669505,-0.092611,-0.074365
15332,2018-12-03,000157.XSHE,2.154291,0.554511,-0.399015,-0.41913,-1.212028,-1.160352,0.313147,-0.785876,-0.189803,0.01116
15352,2019-01-02,000157.XSHE,2.091273,0.504671,-0.40917,-0.353421,-1.212883,-1.052621,0.259258,-0.749332,0.030728,0.045387
15374,2019-02-01,000157.XSHE,1.897381,0.447362,-0.373062,-0.587406,-1.222201,-1.048257,0.290872,-0.843004,0.235149,0.022237
15389,2019-03-01,000157.XSHE,2.119904,0.528862,-0.218655,-0.76877,-1.211432,-1.098303,0.307132,-0.862287,0.177794,0.007545
15410,2019-04-01,000157.XSHE,2.192828,0.244019,0.002445,-0.419396,0.662331,-1.087593,0.223954,-0.815204,0.047268,0.046765
15431,2019-05-06,000157.XSHE,1.683482,-0.051725,0.011427,-0.227021,0.520242,-0.603113,0.07486,-0.370425,0.062231,0.137549
15451,2019-06-03,000157.XSHE,1.171851,-0.119624,-0.143582,-0.268895,0.534608,-0.223212,-0.168803,-0.037881,0.421712,0.279885
15470,2019-07-01,000157.XSHE,1.067963,-0.150817,-0.119686,-0.58623,0.53113,0.040098,-0.216102,0.096669,0.742828,0.306257
15493,2019-08-01,000157.XSHE,0.758527,-0.180561,-0.120068,-0.415836,0.548004,0.383196,-0.344056,0.301161,0.804637,0.387184
15515,2019-09-02,000157.XSHE,0.779311,0.007766,0.287345,0.134849,0.554968,0.209201,-0.172544,0.072052,0.684186,0.280115
15535,2019-10-08,000157.XSHE,0.5691,-0.044269,0.322073,0.075322,0.563085,0.23427,-0.306489,0.031183,0.455224,0.357537
15553,2019-11-01,000157.XSHE,0.635634,-0.023529,0.584077,0.024118,0.573494,-0.042587,-0.218943,-0.069176,0.571009,0.302279
15574,2019-12-02,000157.XSHE,0.581231,-0.034958,0.585055,0.143312,0.576041,-0.108467,-0.253745,0.019625,0.501685,0.326584
15596,2020-01-02,000157.XSHE,0.434108,-0.046657,0.471139,-0.084626,0.589686,0.097405,-0.356198,0.055783,0.572658,0.388203
15612,2020-02-03,000157.XSHE,0.584608,0.001048,0.714228,0.541437,0.595127,-0.097494,-0.19179,-0.146142,0.716018,0.285942
15632,2020-03-02,000157.XSHE,0.44102,0.023402,0.571581,0.43642,0.574828,-0.307285,-0.297882,-0.325181,0.418905,0.339558
15654,2020-04-01,000157.XSHE,0.726629,0.111375,0.81823,0.187115,1.527313,-0.346695,-0.176386,-0.234361,0.390324,0.275672
15675,2020-05-06,000157.XSHE,0.534831,0.225209,0.57768,0.085745,1.402602,-0.324185,-0.295516,-0.089271,0.170098,0.334782
15693,2020-06-01,000157.XSHE,0.567125,0.249641,0.698876,0.166365,1.412038,-0.49207,-0.274147,0.039577,0.30823,0.317981
15713,2020-07-01,000157.XSHE,0.550839,0.285232,0.721973,0.373923,1.413463,-0.402938,-0.232149,-0.070017,0.208464,0.286546
15736,2020-08-03,000157.XSHE,0.391315,0.239478,0.745073,0.018866,1.437373,-0.339825,-0.358204,-0.019883,0.179781,0.356158
15757,2020-09-01,000157.XSHE,0.638124,0.234914,0.856208,0.083936,1.442889,-0.574586,-0.396103,-0.185693,0.301804,0.389615
15779,2020-10-09,000157.XSHE,0.61941,0.224096,0.951817,0.124902,1.458615,-0.636476,-0.403841,-0.117004,0.280842,0.398687
15795,2020-11-02,000157.XSHE,0.932958,0.205129,1.465926,0.213011,1.463897,-0.631348,-0.174606,0.036518,0.331999,0.265788
15816,2020-12-01,000157.XSHE,0.485004,0.135018,0.993224,0.389037,1.456285,-0.234598,-0.488038,0.248664,-0.080824,0.453345
15839,2021-01-04,000157.XSHE,0.340795,0.132539,0.834625,0.416917,1.430604,0.274363,-0.492217,0.769154,1.075689,0.444269
15840,2010-03-01,000338.XSHE,-0.950591,-0.442371,0.11497,-0.402691,-0.004559,1.47846,-0.983943,0.252103,0.90819,0.80605
15863,2010-04-01,000338.XSHE,-0.959724,-0.428316,0.291033,-0.106739,0.379274,1.604923,-0.967078,0.177452,1.084363,0.799482
15884,2010-05-04,000338.XSHE,-0.583681,-0.55109,0.728672,0.296148,0.730773,1.443532,-0.955336,0.577857,0.950271,0.783281
15904,2010-06-01,000338.XSHE,-0.547458,-0.552669,0.76615,0.180474,0.741278,1.005206,-0.94898,0.78849,0.570974,0.789177
15923,2010-07-01,000338.XSHE,-0.725727,-0.57726,0.444155,-0.192453,0.759707,0.645084,-1.12437,0.839385,0.64449,0.945502
15945,2010-08-02,000338.XSHE,-0.815318,-0.578164,0.449328,-0.510238,0.779436,0.664498,-1.184185,1.087978,0.960433,0.99278
15967,2010-09-01,000338.XSHE,-0.941441,-0.575436,0.346672,-0.358176,0.825464,0.786473,-1.330692,1.102037,1.204298,1.14756
15986,2010-10-08,000338.XSHE,-0.794594,-0.572571,0.589951,-0.109435,0.740421,0.05469,-1.257737,0.975524,1.108999,1.047883
16002,2010-11-01,000338.XSHE,-1.124373,-0.616868,-0.120888,-0.282124,0.724408,0.806013,-1.336562,1.078898,0.850445,1.122351
16024,2010-12-01,000338.XSHE,-1.340432,-0.566369,-0.319442,1.001641,0.732902,1.129568,-1.270399,1.688336,2.01214,1.033473
16047,2011-01-04,000338.XSHE,-1.136469,-0.575057,1.203286,1.211008,0.852537,1.027377,-1.233522,1.758832,2.176517,1.008787
16067,2011-02-01,000338.XSHE,-1.134056,-0.573675,1.205598,1.200105,0.830569,0.986807,-1.19003,1.721572,1.39227,0.973632
16082,2011-03-01,000338.XSHE,-1.321747,-0.65559,1.213264,1.775206,0.874531,0.939213,-1.255265,1.930007,0.985856,1.023806
16105,2011-04-01,000338.XSHE,-1.063408,-0.633946,1.207141,1.713975,-0.844439,0.669231,-1.237638,1.743105,1.40293,1.002939
16124,2011-05-03,000338.XSHE,-0.971911,-0.645378,1.208916,1.522094,-0.802608,0.374992,-1.227046,1.570876,1.041752,0.977019
16145,2011-06-01,000338.XSHE,-0.900334,-0.637066,1.29854,1.233382,-0.855388,0.298629,-1.201267,1.257956,0.635948,0.964093
16166,2011-07-01,000338.XSHE,-0.725547,-0.612947,1.331358,1.432679,-1.264566,-0.207462,-1.215711,1.269491,0.471875,0.985742
16187,2011-08-01,000338.XSHE,-0.721189,-0.612684,1.315547,1.484674,-1.250805,-0.381055,-1.227189,1.011503,0.304341,1.009553
16210,2011-09-01,000338.XSHE,-0.767944,-0.663776,1.288073,0.966888,-0.937675,-0.080341,-1.221817,1.121497,0.27218,1.015541
16231,2011-10-10,000338.XSHE,-0.708923,-0.657643,1.325407,0.792002,-0.97003,-0.26969,-1.171397,1.047273,0.217472,0.973766
16247,2011-11-01,000338.XSHE,-0.561892,-0.616507,1.357985,0.731178,-1.04836,-0.305661,-1.184017,1.090188,0.050307,0.986743
16269,2011-12-01,000338.XSHE,-0.533042,-0.61574,1.362843,0.95709,-1.070926,-0.209743,-1.18571,1.07293,-0.180261,0.987644
16291,2012-01-04,000338.XSHE,-0.431736,-0.634072,1.445604,0.924553,-1.157564,-0.262145,-1.103674,1.052932,-0.235191,0.888511
16306,2012-02-01,000338.XSHE,-0.541121,-0.647041,1.322032,0.664604,-1.157154,-0.247123,-1.096263,1.068404,-0.345413,0.873207
16327,2012-03-01,000338.XSHE,-0.463207,-0.620523,1.393545,0.516901,-1.181369,-0.182411,-1.162693,0.917429,-0.096709,0.938423
16349,2012-04-05,000338.XSHE,-0.311859,-0.625871,1.283402,0.554637,-0.932039,-0.317381,-1.110506,0.833347,-0.40303,0.894472
16366,2012-05-02,000338.XSHE,-0.391352,-0.696503,0.984093,0.496668,-0.994236,-0.189225,-1.125561,0.804078,-0.617544,0.903649
16388,2012-06-01,000338.XSHE,-0.374771,-0.689538,0.835306,0.536043,-1.090119,-0.281319,-1.156061,0.750044,-0.389464,0.933265
16408,2012-07-02,000338.XSHE,-0.177,-0.693936,0.940698,0.492123,-1.106406,-0.456503,-1.117211,0.526267,-0.388655,0.910306
