,date,code,book_to_price_ratio,leverage,earnings_yield,beta,growth,residual_volatility,non_linear_size,liquidity,momentum,size
0,2010-03-01,000001.XSHE,-0.107842,0.816368,0.156749,-0.031253,0.754144,0.348866,-1.218752,-0.111468,0.065426,1.002207
23,2010-04-01,000001.XSHE,-0.032752,0.64372,1.368255,0.057883,0.445327,0.382864,-1.227812,-0.076972,0.065466,1.018679
44,2010-05-04,000001.XSHE,0.147767,0.624626,1.396607,0.221069,0.488431,0.132476,-1.193347,-0.033192,0.007976,0.978722
64,2010-06-01,000001.XSHE,0.309001,0.681799,1.481077,0.446818,0.494708,-0.06424,-1.105327,0.149357,-0.092851,0.915344
83,2010-07-01,000001.XSHE,-0.186739,0.684386,1.451744,0.464328,0.502967,0.036435,-1.276847,0.256683,-0.267758,1.094853
105,2010-08-02,000001.XSHE,0.14529,0.714307,1.356653,-0.451551,0.493474,-0.115669,-1.223344,-0.263715,0.031979,1.030784
127,2010-09-01,000001.XSHE,1.063684,0.642545,1.255709,-1.190288,0.505102,-0.289823,-1.264783,-1.068414,-0.525399,1.070526
146,2010-10-08,000001.XSHE,1.259252,0.711154,1.286537,-0.880297,0.524042,-0.255701,-1.167397,-0.537703,-0.551205,0.959462
162,2010-11-01,000001.XSHE,1.456251,0.677505,1.275271,-0.806038,0.49726,-0.484139,-1.060663,-0.306687,-0.487285,0.86165
184,2010-12-01,000001.XSHE,1.549128,0.724946,1.18986,-0.710185,0.371499,-0.473531,-0.891896,-0.123994,-0.65167,0.731953
207,2011-01-04,000001.XSHE,1.607871,0.723859,1.203286,-0.878459,0.39302,-0.625574,-0.799175,-0.186651,-0.815323,0.674019
227,2011-02-01,000001.XSHE,1.615482,0.726935,1.205598,-0.702823,0.392476,-0.500782,-0.794738,-0.043678,-0.760475,0.675555
242,2011-03-01,000001.XSHE,1.965224,1.245808,1.213264,-0.722321,0.231145,-0.557645,-0.827234,-0.18104,-0.606683,0.690864
265,2011-04-01,000001.XSHE,1.767195,1.124968,1.207141,-0.613941,0.48874,-0.653703,-0.905356,-0.147118,-0.606018,0.744024
284,2011-05-03,000001.XSHE,1.45244,1.123492,1.208916,-0.911401,0.500792,-0.229338,-1.066431,0.457873,-0.660048,0.8499
305,2011-06-01,000001.XSHE,1.32966,1.125651,1.29854,-0.985146,0.486966,-0.120221,-1.104204,0.188275,-0.151912,0.885771
326,2011-07-01,000001.XSHE,1.574685,1.164062,1.331358,-0.763899,0.478926,-0.195098,-1.060954,0.266412,-0.066461,0.859266
347,2011-08-01,000001.XSHE,1.443667,1.162219,1.315547,-0.463496,0.513979,-0.159159,-1.119803,0.101457,-0.275639,0.916055
370,2011-09-01,000001.XSHE,2.055651,1.304647,1.288073,-0.012737,0.600876,-0.299957,-1.221817,0.403859,-0.264354,1.015541
391,2011-10-10,000001.XSHE,2.073215,1.288591,1.325407,-0.028861,0.572444,-0.224386,-1.171397,0.483285,-0.004203,0.973766
407,2011-11-01,000001.XSHE,2.100539,1.241594,1.357985,-0.038504,0.57298,-0.462328,-1.184017,0.434542,0.092829,0.986743
429,2011-12-01,000001.XSHE,2.113977,1.249313,1.362843,-0.188559,0.560981,-0.421698,-1.18571,0.417679,0.18217,0.987644
451,2012-01-04,000001.XSHE,1.734003,1.208241,1.445604,-0.306333,0.546602,-0.405749,-1.103674,0.514172,0.080305,0.888511
466,2012-02-01,000001.XSHE,1.546336,1.216603,1.459947,-1.089037,0.546478,0.225636,-1.096263,0.358923,0.240025,0.873207
487,2012-03-01,000001.XSHE,1.807955,1.285361,1.393545,-1.14197,0.583788,0.072447,-1.162693,0.483266,0.505448,0.938423
509,2012-04-05,000001.XSHE,2.031905,1.267986,0.973954,-1.167376,0.624998,-0.188256,-1.129599,0.448335,0.346343,0.909528
526,2012-05-02,000001.XSHE,2.141562,1.394659,1.316549,-1.030653,0.641598,-0.192391,-1.125561,0.449703,0.083168,0.903649
548,2012-06-01,000001.XSHE,2.15778,1.400453,1.355726,-0.93987,0.628176,-0.504037,-1.156061,0.260114,0.041255,0.933265
568,2012-07-02,000001.XSHE,2.208187,1.40864,1.392718,-0.740885,0.642797,-0.435624,-1.154782,0.495443,-0.155597,0.941085
590,2012-08-01,000001.XSHE,1.910039,1.39158,1.466061,-0.963931,0.649343,-0.410653,-1.11105,0.3452,-0.075663,0.897514
613,2012-09-03,000001.XSHE,2.150703,1.418165,1.371403,-1.043055,0.668618,-0.346188,-1.13959,0.418863,0.129946,0.951736
633,2012-10-08,000001.XSHE,2.245155,1.457431,1.419861,-0.849278,0.659471,-0.260661,-1.116673,0.334725,0.03168,0.925749
651,2012-11-01,000001.XSHE,2.165451,1.426663,1.405169,-0.6932,0.865589,-0.34283,-1.124899,0.298609,-0.404802,0.934642
673,2012-12-03,000001.XSHE,2.246804,1.354396,1.428094,-0.605082,0.898755,-0.362999,-1.065278,0.352942,-0.330912,0.869722
694,2013-01-04,000001.XSHE,2.023215,1.344552,1.403225,0.264654,0.879856,-0.40869,-1.098532,0.652887,-0.111055,0.899059
714,2013-02-01,000001.XSHE,0.89319,1.347013,1.369825,1.723869,0.944715,0.477804,-1.101685,1.193928,0.362881,0.902767
729,2013-03-01,000001.XSHE,0.776701,1.381131,1.335482,1.713451,0.670738,1.038055,-1.130661,1.376564,1.409794,0.944317
750,2013-04-01,000001.XSHE,1.09738,1.461947,1.358012,3.073673,0.708256,1.013979,-1.125125,1.695405,1.954339,0.953212
768,2013-05-02,000001.XSHE,1.307269,1.495145,1.467628,3.222257,0.79687,0.697424,-1.120402,1.72299,1.546397,0.935646
790,2013-06-03,000001.XSHE,1.21557,1.523572,1.434973,3.166877,0.763946,0.209753,-1.165634,1.490743,0.864794,0.992058
807,2013-07-01,000001.XSHE,1.704221,1.535247,1.476238,3.098073,0.763998,-0.081179,-1.157226,1.385773,0.856388,0.982782
830,2013-08-01,000001.XSHE,1.709381,1.497981,1.423801,3.131809,0.764186,-0.159739,-1.159356,1.337973,-0.331755,0.97971
852,2013-09-02,000001.XSHE,1.719179,1.494428,1.527165,2.848735,0.765992,-0.168899,-1.193061,1.468905,-0.214489,1.022403
871,2013-10-08,000001.XSHE,1.376883,1.426695,1.545763,3.032006,0.769094,-0.092602,-1.189152,1.479939,-0.06039,1.012665
889,2013-11-01,000001.XSHE,0.844571,1.410401,1.447969,2.184669,0.749031,-0.026492,-1.172916,1.613533,0.241236,0.996516
910,2013-12-02,000001.XSHE,0.951344,1.429216,1.478982,1.767427,0.741897,-0.243182,-1.175876,1.525889,1.085129,0.995284
932,2014-01-02,000001.XSHE,1.312591,1.506433,1.474196,1.640861,0.743436,-0.171324,-1.223969,1.294913,0.67627,1.056727
953,2014-02-07,000001.XSHE,1.432233,1.48606,1.494912,1.290506,0.796031,-0.405903,-1.236576,1.063561,0.205121,1.081152
969,2014-03-03,000001.XSHE,1.592349,1.540067,1.479851,0.595046,0.769136,-0.269566,-1.260696,1.028533,0.002334,1.114446
990,2014-04-01,000001.XSHE,1.699846,1.597503,1.3307,0.703087,0.040832,-0.292091,-1.234141,1.106924,-0.200872,1.09474
1011,2014-05-05,000001.XSHE,1.630633,1.613468,1.31982,0.55394,0.099465,-0.244579,-1.207804,1.219045,-0.273631,1.062432
1031,2014-06-03,000001.XSHE,1.460204,1.602957,1.353551,0.381724,0.093135,-0.23517,-1.223904,1.08749,-0.014644,1.095195
1051,2014-07-01,000001.XSHE,1.422159,1.648841,1.531328,0.312475,0.161635,-0.34239,-1.254558,1.057599,0.045212,1.13258
1074,2014-08-01,000001.XSHE,1.435156,1.636098,1.417871,0.555139,0.134286,-0.595443,-1.267404,0.980778,0.09058,1.12968
1095,2014-09-01,000001.XSHE,1.884389,1.638725,1.30569,0.395908,0.138907,-0.611926,-1.294039,0.745725,0.147198,1.174275
1116,2014-10-08,000001.XSHE,1.897502,1.670911,1.424452,0.056202,0.152075,-0.689755,-1.331227,0.239971,-0.224589,1.240497
1134,2014-11-03,000001.XSHE,1.810323,1.655324,1.0237,-0.202757,0.164974,-0.578229,-1.325133,0.443935,-0.475832,1.249632
1154,2014-12-01,000001.XSHE,1.773678,1.570684,0.957223,-0.094955,0.162865,-0.281954,-1.271495,0.596118,-0.114848,1.163048
1177,2015-01-05,000001.XSHE,1.525262,1.446911,1.420681,0.883844,0.142823,-0.516154,-1.12166,0.68032,0.029217,0.949679
1197,2015-02-02,000001.XSHE,1.894575,1.55261,1.41655,0.733019,0.146795,-0.587104,-1.21249,0.371651,0.26181,1.054694
1212,2015-03-02,000001.XSHE,1.920936,1.560177,1.467764,0.596458,0.152078,-0.83438,-1.248304,0.112182,-0.181701,1.064218
1234,2015-04-01,000001.XSHE,1.917006,1.587723,1.411114,0.497778,-0.111432,-0.870068,-1.319794,0.057625,-0.229515,1.123351
1255,2015-05-04,000001.XSHE,1.991178,1.582521,1.329806,0.183822,-0.081502,-0.910691,-1.332909,0.086402,-0.276267,1.085649
1275,2015-06-01,000001.XSHE,2.050903,1.708701,1.353501,-0.490101,-0.03925,-1.250747,-1.53689,-0.262718,-0.10058,1.254611
1296,2015-07-01,000001.XSHE,1.813806,1.6229,1.175633,-0.790264,-0.064753,-0.892852,-1.333578,-0.141778,-0.181607,1.168863
1319,2015-08-03,000001.XSHE,1.770201,1.55483,1.210046,-0.935264,-0.106166,-0.76269,-1.203708,-0.069998,-0.106746,1.074674
1340,2015-09-01,000001.XSHE,1.742669,1.509566,1.153315,-1.068372,-0.122354,-0.438074,-1.149968,-0.173042,-0.129974,1.061939
1360,2015-10-08,000001.XSHE,1.80646,1.579545,1.134612,-1.021995,-0.10031,-0.598955,-1.237607,-0.298356,-0.207046,1.15145
1377,2015-11-02,000001.XSHE,1.920462,1.615989,1.20593,-0.9542,-0.073952,-0.892151,-1.289547,-0.609301,-0.287615,1.226655
1398,2015-12-01,000001.XSHE,1.959076,1.662726,1.222226,-0.846428,-0.052601,-0.922937,-1.343678,-0.533636,-0.470621,1.317039
1421,2016-01-04,000001.XSHE,1.941866,1.671549,1.275873,-0.833832,0.557704,-1.068231,-1.368256,-0.590001,-0.390526,1.345042
1441,2016-02-01,000001.XSHE,1.806021,1.623115,1.225136,-1.02766,0.682243,-1.18661,-1.23014,-0.570499,-0.293795,1.272407
1457,2016-03-01,000001.XSHE,1.807435,1.653335,1.157934,-1.106307,-0.084026,-1.212804,-1.226269,-0.648133,-0.177193,1.281595
1480,2016-04-01,000001.XSHE,1.830675,1.661388,1.288578,-1.133004,-0.343196,-1.311279,-1.294565,-0.667179,-0.194602,1.291404
1500,2016-05-03,000001.XSHE,1.809282,1.680078,1.298064,-1.115771,-0.345438,-1.298795,-1.313791,-0.689464,-0.173325,1.326408
1521,2016-06-01,000001.XSHE,1.830133,1.681659,1.332721,-1.150901,-0.344027,-1.249526,-1.289788,-0.663618,-0.154089,1.294437
1541,2016-07-01,000001.XSHE,1.884336,1.717757,1.382895,-1.188465,-0.302338,-1.213001,-1.313027,-0.768014,-0.135467,1.334123
1562,2016-08-01,000001.XSHE,1.875858,1.707348,1.361832,-1.168406,-0.289494,-1.224451,-1.309178,-0.840664,-0.142845,1.310283
1585,2016-09-01,000001.XSHE,1.898175,1.698599,0.780531,-1.112796,-0.291192,-1.243365,-1.322957,-0.492993,-0.056332,1.345528
1605,2016-10-10,000001.XSHE,1.895279,1.695636,0.770634,-1.052478,-0.292028,-1.379198,-1.310381,-0.417571,-0.066554,1.356195
1621,2016-11-01,000001.XSHE,1.872927,1.696237,0.850419,-1.067377,-0.382051,-1.419132,-1.311811,-0.236084,-0.090722,1.37476
1643,2016-12-01,000001.XSHE,1.889551,1.686544,0.857771,-1.065979,-0.396495,-1.241033,-1.289191,-0.372266,-0.115743,1.345296
1665,2017-01-03,000001.XSHE,1.818072,1.684531,0.72273,-0.984272,0.111161,-1.081826,-1.299362,-0.312611,-0.087531,1.336538
1683,2017-02-03,000001.XSHE,1.786011,1.667684,0.693313,-0.920894,0.113618,-1.014998,-1.318778,-0.356488,-0.097048,1.290057
1701,2017-03-01,000001.XSHE,1.779117,1.680326,0.641759,-0.8833,0.111606,-0.916976,-1.247276,-0.446721,-0.069285,1.28445
1724,2017-04-05,000001.XSHE,1.788527,1.710059,1.405094,-0.870855,-0.431219,-0.877344,-1.278813,-0.40127,-0.075048,1.263194
1742,2017-05-02,000001.XSHE,1.801709,1.701352,0.940565,-0.852592,-0.536767,-0.950752,-1.255346,-0.659068,-0.102974,1.196458
1762,2017-06-01,000001.XSHE,1.827245,1.629562,1.079129,-0.649718,-0.551983,-0.808301,-1.228858,-0.306286,-0.093181,1.107078
1784,2017-07-03,000001.XSHE,1.863126,1.661694,1.119342,-0.784957,-0.570095,-0.751629,-1.273037,-0.360842,-0.044421,1.144843
1805,2017-08-01,000001.XSHE,1.879192,1.627184,1.129942,-0.868697,-0.511608,0.139268,-1.248349,0.405083,-0.070127,1.102586
1828,2017-09-01,000001.XSHE,2.079148,1.64336,1.150712,-0.631193,-0.458289,0.129476,-1.244484,0.236273,0.15379,1.115319
1849,2017-10-09,000001.XSHE,2.096327,1.675679,1.181334,-0.461403,-0.460965,0.068675,-1.256297,0.148804,0.113526,1.126709
1866,2017-11-01,000001.XSHE,1.932479,1.662406,1.521655,-0.647357,-0.481239,0.126118,-1.232778,0.097816,0.048657,1.094003
1888,2017-12-01,000001.XSHE,1.951907,1.634735,1.531085,0.114296,-0.407344,0.373769,-1.206752,0.583121,0.083175,1.039723
1909,2018-01-02,000001.XSHE,1.897212,1.644537,1.571229,0.753429,-0.432042,-0.028841,-1.203129,0.647476,0.333948,1.020536
1931,2018-02-01,000001.XSHE,1.63417,1.557948,1.384776,-0.012832,-0.464616,0.388387,-1.13971,0.730771,0.311966,0.939318
1946,2018-03-01,000001.XSHE,2.036989,1.610539,1.565479,0.433866,-0.454138,0.40316,-1.169146,0.642081,0.400568,0.963957
1968,2018-04-02,000001.XSHE,2.014901,1.700182,1.059169,-0.032144,-0.284001,0.193995,-1.199604,0.468915,0.140126,1.02032
1986,2018-05-02,000001.XSHE,2.015638,1.740342,1.654451,0.04806,-0.283423,0.384481,-1.202298,0.611895,-0.061591,1.00945
2008,2018-06-01,000001.XSHE,2.069848,1.769467,1.722325,-0.011939,-0.211802,0.10234,-1.191843,0.439228,-0.090838,1.012756
2028,2018-07-02,000001.XSHE,2.134352,1.77776,1.757217,-0.117468,-0.24362,0.05125,-1.187011,0.452814,-0.253583,1.001705
2050,2018-08-01,000001.XSHE,2.180884,1.755299,1.777853,0.051979,-0.259499,-0.015763,-1.188813,0.447693,-0.411415,0.996497
2073,2018-09-03,000001.XSHE,1.964475,1.693815,1.373642,0.077533,-0.156641,0.13384,-1.175932,0.641968,-0.223116,0.97499
2092,2018-10-08,000001.XSHE,1.790711,1.666931,1.318374,0.530734,-0.071781,-0.018516,-1.172229,0.746132,0.234643,0.971694
2110,2018-11-01,000001.XSHE,1.491955,1.616428,1.11847,0.519364,-0.024889,-0.049623,-1.144769,0.878578,0.360906,0.955793
2132,2018-12-03,000001.XSHE,1.809353,1.666105,1.401043,0.22259,0.000597,-0.037518,-1.178392,0.680365,0.71635,0.99924
2152,2019-01-02,000001.XSHE,2.026602,1.67462,1.677579,0.30206,0.06039,-0.161619,-1.183944,0.523951,0.537621,1.004729
2174,2019-02-01,000001.XSHE,1.465321,1.646044,1.158374,0.348519,0.087398,-0.083627,-1.164752,0.597007,0.2161,0.957302
2189,2019-03-01,000001.XSHE,1.615884,1.667082,1.261008,0.568606,0.068133,-0.351345,-1.188815,0.38122,0.443217,0.994519
2210,2019-04-01,000001.XSHE,1.849376,1.751417,0.549593,0.183671,0.140966,-0.525002,-1.234323,0.077626,0.53248,1.048773
2231,2019-05-06,000001.XSHE,1.532825,1.685037,0.386025,0.414107,0.241343,-0.481248,-1.196209,0.151915,0.271827,0.986157
2251,2019-06-03,000001.XSHE,1.757229,1.697685,0.550341,0.502141,0.317453,-0.427814,-1.199983,0.170489,0.591888,0.995024
2270,2019-07-01,000001.XSHE,1.360376,1.691725,0.276357,0.414331,0.356593,-0.314311,-1.20252,0.2295,0.229837,0.981947
2293,2019-08-01,000001.XSHE,1.148507,1.684961,0.198184,0.382916,0.358747,-0.349804,-1.187594,0.270519,0.542945,0.974668
2315,2019-09-02,000001.XSHE,1.131069,1.687292,0.306058,0.365789,-0.295717,-0.237606,-1.195499,0.46724,0.365575,0.975785
2335,2019-10-08,000001.XSHE,0.439227,1.660007,0.106725,0.129407,-0.24289,0.008445,-1.209113,0.469594,0.435135,0.981023
2353,2019-11-01,000001.XSHE,0.66135,1.655539,0.612913,0.045212,-0.246458,0.163756,-1.203466,0.487377,0.665544,0.955487
2374,2019-12-02,000001.XSHE,0.868656,1.656096,0.818697,0.119801,-0.254693,-0.018848,-1.174805,0.223567,0.662221,0.950956
2396,2020-01-02,000001.XSHE,0.829697,1.670158,0.789928,0.136755,-0.255228,-0.162984,-1.183871,0.038746,0.425423,0.968611
2412,2020-02-03,000001.XSHE,1.025664,1.705871,0.950876,0.524752,0.34058,-0.376576,-1.190051,-0.103691,0.42663,0.973582
2432,2020-03-02,000001.XSHE,1.176306,1.748852,0.40332,0.095882,0.510991,-0.65567,-1.224654,-0.290637,0.141097,0.998232
2454,2020-04-01,000001.XSHE,1.325013,1.753875,0.501708,0.296616,0.435089,-0.580853,-1.208176,-0.198121,-0.124208,0.998303
2475,2020-05-06,000001.XSHE,1.368751,1.716665,0.145403,-0.032877,0.57253,-0.400538,-1.229923,-0.216702,-0.24231,0.984481
2493,2020-06-01,000001.XSHE,1.439447,1.745017,0.287044,-0.023141,-0.180137,-0.509505,-1.266401,-0.317179,-0.153605,1.002505
2513,2020-07-01,000001.XSHE,1.5885,1.777645,0.409212,-0.06176,-0.191471,-0.69213,-1.269743,-0.360704,-0.282373,0.992919
2536,2020-08-03,000001.XSHE,1.846329,1.818383,0.696266,-0.079992,-0.190948,-0.749073,-1.286092,-0.411238,-0.364498,1.01341
2557,2020-09-01,000001.XSHE,1.6592,1.758554,0.371237,-0.039954,0.349515,-0.661635,-1.246717,-0.285891,-0.721608,0.996093
2579,2020-10-09,000001.XSHE,1.518644,1.743252,0.229606,-0.263075,0.310978,-0.426659,-1.218852,-0.265557,-0.443512,0.980033
2595,2020-11-02,000001.XSHE,1.043218,1.796994,-0.136202,-0.460319,0.217432,-0.117096,-1.193652,-0.07659,-0.318912,0.960327
2616,2020-12-01,000001.XSHE,0.884403,1.766739,-0.280187,-0.526077,0.140767,0.060811,-1.184268,-0.259789,0.219381,0.946704
2639,2021-01-04,000001.XSHE,1.044475,1.842008,-0.211119,-0.911925,0.028304,0.108041,-1.155081,-0.444215,0.339506,0.896284
2640,2010-03-01,000002.XSHE,0.460018,0.615327,1.077478,0.212792,-0.21918,-0.426283,-1.340041,0.229594,-0.644697,1.123467
2663,2010-04-01,000002.XSHE,0.565403,0.591649,0.935268,0.147486,-0.108893,-0.23323,-1.303784,0.078578,-0.842519,1.094213
2684,2010-05-04,000002.XSHE,1.053519,0.484556,0.893487,0.331357,0.022022,-0.019426,-1.318772,-0.0112,-0.671639,1.101801
2704,2010-06-01,000002.XSHE,0.792988,0.466789,0.639655,0.345063,0.027519,0.150714,-1.291436,-0.01134,-0.77591,1.09187
2723,2010-07-01,000002.XSHE,0.737876,0.443866,0.489316,0.17067,0.013181,0.209251,-1.276847,-0.04349,-0.753859,1.094853
2745,2010-08-02,000002.XSHE,0.539207,0.402314,0.266965,-0.10785,0.019952,0.277594,-1.315868,0.146058,-0.501956,1.12967
2767,2010-09-01,000002.XSHE,0.55183,0.581713,-0.141444,-0.424128,0.037259,0.335303,-1.359252,0.179486,-0.501768,1.184793
2786,2010-10-08,000002.XSHE,0.699152,0.590921,0.077392,-0.360075,0.037448,0.593048,-1.348809,-0.024666,-0.395884,1.151087
2802,2010-11-01,000002.XSHE,0.540443,0.755935,0.317195,-0.836271,-0.014074,0.505163,-1.336562,-0.013008,-0.322449,1.122351
2824,2010-12-01,000002.XSHE,0.723274,0.950514,0.769393,-0.52893,-0.213921,0.285322,-1.270399,-0.107522,-0.346099,1.033473
2847,2011-01-04,000002.XSHE,0.490648,0.912574,0.698526,0.09744,-0.20637,0.534442,-1.233522,0.176143,-0.563556,1.008787
2867,2011-02-01,000002.XSHE,0.594707,0.921502,0.939801,0.13069,-0.219093,0.395848,-1.19003,0.372807,-0.528217,0.973632
2882,2011-03-01,000002.XSHE,0.766112,1.00313,1.19935,0.120254,-0.159051,0.104688,-1.255265,0.263513,-0.173251,1.023806
2905,2011-04-01,000002.XSHE,0.827806,0.945982,1.207141,0.068559,-0.10462,-0.077301,-1.237638,0.140762,-0.54279,1.002939
2924,2011-05-03,000002.XSHE,0.868403,0.778299,1.208916,0.082489,-0.110583,-0.253391,-1.227046,-0.235792,-0.359352,0.977019
2945,2011-06-01,000002.XSHE,0.823144,0.790993,1.29854,-0.145565,-0.124984,-0.387018,-1.201267,-0.237573,-0.315435,0.964093
2966,2011-07-01,000002.XSHE,0.60209,0.777057,1.331358,-0.3091,-0.120657,-0.360063,-1.215711,0.015537,-0.302887,0.985742
2987,2011-08-01,000002.XSHE,0.700819,0.793639,1.315547,-0.429727,-0.095986,-0.375116,-1.227189,-0.047408,-0.049704,1.009553
3010,2011-09-01,000002.XSHE,0.616488,0.841074,1.288073,-0.5059,-0.11439,-0.416603,-1.221817,-0.020956,-0.189341,1.015541
3031,2011-10-10,000002.XSHE,0.785053,0.857361,1.325407,-0.361154,-0.121466,0.043747,-1.171397,0.182714,-0.033895,0.973766
3047,2011-11-01,000002.XSHE,0.58971,0.658477,1.357985,-0.061604,-0.12197,-0.273681,-1.184017,0.209864,-0.266567,0.986743
3069,2011-12-01,000002.XSHE,0.623052,0.713968,1.362843,0.021033,-0.125662,-0.200251,-1.18571,0.16745,-0.007292,0.987644
3091,2012-01-04,000002.XSHE,0.26398,0.551835,1.256,0.014755,-0.162725,-0.190589,-1.103674,0.369976,-0.03006,0.888511
3106,2012-02-01,000002.XSHE,0.280314,0.565357,1.459947,-0.254013,-0.163853,-0.177692,-1.096263,0.413053,0.390219,0.873207
3127,2012-03-01,000002.XSHE,0.27872,0.612416,1.393545,-0.056455,-0.140058,-0.204856,-1.162693,0.486896,0.389983,0.938423
3149,2012-04-05,000002.XSHE,0.3581,0.446072,1.283402,-0.422197,-0.001823,-0.023679,-1.129599,0.235955,0.643795,0.909528
3166,2012-05-02,000002.XSHE,0.223429,0.815768,1.316549,-0.223034,0.011337,-0.050861,-1.125561,0.289947,0.391847,0.903649
3188,2012-06-01,000002.XSHE,0.210733,0.808862,1.355726,-0.042998,0.018218,-0.130483,-1.156061,0.179815,0.694312,0.933265
3208,2012-07-02,000002.XSHE,0.146907,0.773491,1.214179,-0.071787,0.024009,-0.22105,-1.154782,0.410238,0.900375,0.941085
3230,2012-08-01,000002.XSHE,-0.146363,0.66901,0.809556,-0.310876,0.009181,0.191659,-1.11105,0.595583,0.780373,0.897514
3253,2012-09-03,000002.XSHE,0.014958,0.828389,1.177638,-0.241449,0.03091,0.411006,-1.13959,0.642729,0.647282,0.951736
3273,2012-10-08,000002.XSHE,0.107117,0.829017,1.38867,0.080391,0.016921,0.243326,-1.116673,0.600063,0.477392,0.925749
3291,2012-11-01,000002.XSHE,0.060581,0.849163,1.405169,0.235458,0.019165,0.024413,-1.124899,0.648124,0.36667,0.934642
3313,2012-12-03,000002.XSHE,-0.249719,0.710566,0.927702,0.055992,-0.000864,0.011244,-1.065278,0.727962,0.6469,0.869722
3334,2013-01-04,000002.XSHE,-0.201774,0.708482,1.262048,-0.167065,0.013895,0.055567,-1.098532,0.528242,1.143669,0.899059
3354,2013-02-01,000002.XSHE,-0.443496,0.618408,0.841267,-0.720466,0.052352,1.203378,-1.101685,0.47393,1.11539,0.902767
3369,2013-03-01,000002.XSHE,-0.211221,0.419907,0.979185,-0.234251,1.190313,0.973644,-1.130661,0.677784,1.943826,0.944317
3390,2013-04-01,000002.XSHE,-0.163302,0.441797,1.223602,0.0929,1.151122,0.86829,-1.125125,0.774523,1.484989,0.953212
3408,2013-05-02,000002.XSHE,-0.323372,0.307653,1.029954,0.087508,1.140684,0.625564,-1.120402,0.879514,1.049268,0.935646
3430,2013-06-03,000002.XSHE,-0.331703,0.336882,1.07227,0.173984,1.156101,0.496872,-1.165634,0.654842,1.029808,0.992058
3447,2013-07-01,000002.XSHE,-0.1555,0.366379,1.160402,0.917612,1.139227,0.385844,-1.157226,0.816184,1.096415,0.982782
3470,2013-08-01,000002.XSHE,-0.078062,0.3723,1.337313,1.248395,1.151179,0.322846,-1.159356,0.805992,0.208895,0.97971
3492,2013-09-02,000002.XSHE,0.185013,0.273736,1.497037,1.045518,1.158199,0.006884,-1.193061,0.771265,0.271244,1.022403
3511,2013-10-08,000002.XSHE,0.233662,0.293764,1.470655,1.299414,1.182474,-0.299515,-1.189152,0.688053,-0.14438,1.012665
3529,2013-11-01,000002.XSHE,0.154534,0.384821,1.447969,0.615568,1.168294,-0.451729,-1.172916,0.63113,-0.495433,0.996516
3550,2013-12-02,000002.XSHE,0.479955,0.448041,1.478982,0.504896,1.176454,-0.67663,-1.175876,0.511241,-0.233,0.995284
3572,2014-01-02,000002.XSHE,0.640755,0.524928,1.474196,0.632991,1.198033,-0.632987,-1.223969,0.46903,-0.839209,1.056727
3593,2014-02-07,000002.XSHE,0.787169,0.583604,1.494912,0.871081,1.213876,-0.625773,-1.236576,0.532845,-0.953265,1.081152
3609,2014-03-03,000002.XSHE,1.182909,0.681469,1.479851,0.631222,1.175307,-0.222846,-1.260696,0.469417,-0.608291,1.114446
3630,2014-04-01,000002.XSHE,0.844273,0.688532,1.3307,0.453993,1.360453,0.372445,-1.234141,1.041995,-1.019234,1.09474
3651,2014-05-05,000002.XSHE,0.688044,0.880496,1.31982,0.06565,1.337887,0.666276,-1.207804,0.840188,-0.465047,1.062432
3671,2014-06-03,000002.XSHE,0.285011,0.820682,1.353551,-0.084468,1.329969,0.557808,-1.223904,1.080549,-0.472817,1.095195
3691,2014-07-01,000002.XSHE,0.492915,0.901123,0.080682,-0.222071,1.356907,0.451668,-1.254558,0.755931,0.136177,1.13258
3714,2014-08-01,000002.XSHE,0.200485,0.814282,1.384464,-0.251074,1.326095,0.597115,-1.267404,0.778745,-0.234587,1.12968
3735,2014-09-01,000002.XSHE,0.768782,1.056279,1.30569,-0.322617,1.330731,0.436614,-1.294039,0.310861,0.253476,1.174275
3756,2014-10-08,000002.XSHE,1.034286,1.18961,1.424452,-0.558318,1.368532,0.28446,-1.331227,0.21622,-0.220424,1.240497
3774,2014-11-03,000002.XSHE,1.141633,1.054444,1.473435,-0.508627,1.375381,0.076732,-1.325133,0.03432,-0.328311,1.249632
3794,2014-12-01,000002.XSHE,0.889248,0.931744,1.358695,0.04743,1.381083,0.145926,-1.271495,0.286743,-0.265399,1.163048
3817,2015-01-05,000002.XSHE,0.227811,0.714945,1.420681,0.79013,1.366006,0.08862,-1.12166,0.691118,-0.110721,0.949679
3837,2015-02-02,000002.XSHE,0.593126,0.885788,1.41655,0.926477,1.364874,0.001885,-1.21249,0.856214,0.218702,1.054694
3852,2015-03-02,000002.XSHE,0.881465,0.961107,1.467764,0.897313,1.381746,-0.390244,-1.248304,0.738919,0.028825,1.064218
3874,2015-04-01,000002.XSHE,1.598015,0.716691,1.411114,0.980523,1.280255,-0.452462,-1.319794,0.647381,-0.214562,1.123351
3895,2015-05-04,000002.XSHE,1.991178,0.646295,1.472673,0.49974,1.327603,-1.062542,-1.332909,0.782043,-0.305461,1.085649
3915,2015-06-01,000002.XSHE,2.050903,0.835963,1.434868,0.016731,1.370023,-1.2096,-1.53689,0.636941,-0.329684,1.254611
