,date,code,book_to_price_ratio,leverage,earnings_yield,beta,growth,residual_volatility,non_linear_size,liquidity,momentum,size
0,2010-03-01,000001.XSHE,-0.6726478779116657,-0.6163272667772323,-0.4809305375006735,-0.35999835724166096,-0.7318238967780047,-0.48278839012792063,0.20604516084020966,0.35272926362804935,0.5004866757051869,0.5701482737919199
1,2010-04-01,000001.XSHE,0.6142079576362405,0.6199165229757554,0.8822375135121655,0.7337075587599917,0.49762826780755304,0.4055381807775126,0.5893170826714339,0.49104815432396826,0.9500615100903174,0.963235237803264
2,2010-05-04,000001.XSHE,0.983729369893253,0.993808426657463,0.7088121835465928,0.5680541581135694,0.764279247531326,0.9322510262442891,1.014498319561223,1.0266624915065983,1.0644698299731505,0.840846477083164
3,2010-06-01,000001.XSHE,1.021354448291811,1.0921973616340606,1.0324160593320377,1.0934341799555505,0.9257331661995664,0.07816759692019229,-0.009203979460671004,0.2313185569353737,0.38874400307194457,0.3199659537921948
4,2010-07-01,000001.XSHE,0.6864744496165662,0.6903446634060678,0.6976935693575285,0.44095738732434114,0.04170133253418849,0.12178550636102117,0.3927357235734422,0.4824721805896347,0.6025658145275884,0.6831930183512426
5,2010-08-02,000001.XSHE,0.6312804007131078,0.5034515894861753,0.4749162632029215,0.48466455169558686,0.8216079143504672,0.8314432076492527,0.7660553456424772,0.7385700773641272,0.5522477849740427,0.8292478363775722
6,2010-09-01,000001.XSHE,0.8490196785684738,0.8460720157404232,0.9017040888402127,0.94650031337083,0.768667739950391,0.7359621833048059,0.7153120425969457,0.7631579355903756,0.8486641589296707,0.8776262587877748
7,2010-10-08,000001.XSHE,0.864718045741782,0.7628286674016951,0.7638892259866477,0.7813201888680464,0.7652745525116884,0.7809136664118624,0.821568162154567,0.8152093108934442,0.8319479855330385,0.8297758655457524
8,2010-11-01,000001.XSHE,0.8130109394560352,0.8254796282228328,0.7718674166996183,0.7478203383458952,0.7426495527131773,0.7497074425889932,0.7595944887465921,0.7787475467560329,0.8056597833802784,0.8177099490279786
9,2010-12-01,000001.XSHE,0.967685233619759,0.9805701953813576,0.8576774068189036,0.8722492117612365,0.8312256956339512,0.6339332972583533,0.9360642368849531,0.9194973217333035,0.920050102268742,0.9607098483014711
10,2011-01-04,000001.XSHE,1.0090905208359697,1.0439914487532351,0.8816757324795419,0.7513455330766429,0.5272661549959554,0.7653278054533654,0.9282735565300009,0.5072895514940978,0.6202180396314491,0.7953467136892616
11,2011-02-01,000001.XSHE,0.5579203483248183,0.7262326458479424,0.42857645340509626,0.26966592523301885,0.2565867027405133,-0.26232346170839776,-0.09572200869183407,0.059766080425689774,0.030545216273520488,0.17752858559275767
12,2011-03-01,000001.XSHE,0.2905163270032429,0.40205273824266485,0.43485805039871567,0.4878829794806161,0.5996789050555358,0.7930613374457322,0.6527068343031646,0.5472840107765774,0.19069481289138396,0.07157698285655843
13,2011-04-01,000001.XSHE,0.19163761497150097,-0.24672935029414814,-0.1676862339750341,0.1984209896831779,0.0030119453435175822,-0.03832433806094241,-0.18733431932964348,-0.17786654633257387,-0.06736894247657434,-0.18640726811960007
14,2011-05-03,000001.XSHE,-0.04927644305208634,-0.2237555812297228,-0.14570701984953885,-0.01714616818490211,0.02912688792546865,0.0595763199433751,0.02563019476913982,-0.1401694639565368,-0.06611862340930706,-0.12937036741753594
15,2011-06-01,000001.XSHE,-0.002939633419989291,-0.14945497688561243,-0.12444709545740247,-0.3937659725550626,-0.38151479580356656,-0.38271036184629253,-0.3231720729682617,-0.4241809026670937,-0.4337034286887047,-0.4815755731322571
16,2011-07-01,000001.XSHE,-0.7015402239165867,-0.5805427900529837,-0.5114197217144798,-0.5463236497974735,-0.7790615061700226,-0.7431007697092367,-0.9244022847530179,-0.7501864111180394,-0.7142451757344873,-0.8343043077665657
17,2011-08-01,000001.XSHE,-0.8405529029371739,-0.7083933524814463,-0.6503116440645033,-0.45299449432164685,-0.4165057286926808,-0.4758550071298289,-0.23177577426288962,-0.11116911198539726,-0.0013525457497207912,0.29546885057922717
18,2011-09-01,000001.XSHE,0.04147782018743052,-0.07570040270405186,-0.3779918511971152,-0.22205523730321114,-0.44138985328459857,-0.015143557561264682,0.18399544282009941,0.26451014042894244,0.07521093359495676,-0.4208942211117456
19,2011-10-10,000001.XSHE,-0.14689283535364772,0.06937336112912515,0.6068155492817194,0.9017040888402127,0.94650031337083,0.7497869469807931,-0.0161051106771835,-0.4306072576571034,-0.16109486986996815,0.18414395102365
20,2011-11-01,000001.XSHE,-0.11989209384041732,-0.9106892772504097,-1.2745921291397562,-1.259499045402132,-0.9388653336877,-0.9338175548498423,-0.9799001004364662,-0.9085854110334423,-0.46136720682788845,-0.9586739279087733
21,2011-12-01,000001.XSHE,-1.0898674249999896,-0.9369039753428267,-0.9410307033020976,-0.5988858033157844,-0.6324111552466262,-0.5325378882759543,-0.2885929128253561,-0.2939129567030566,-0.6185608901619485,-0.7319776552715799
22,2012-01-04,000001.XSHE,-0.6191699238047925,-0.7595566787289394,-0.9625186402895843,-0.961317823956834,-1.0888533689838256,-1.14589401989305,-1.317529000960262,-1.2045135080167901,-1.0867420023525374,-0.8873884901216003
23,2012-02-01,000001.XSHE,-0.7889313013746838,-0.7268421215861696,-0.6706610181581018,-0.9529031091303963,-0.896431739668116,-1.0003919824021588,-1.0184304788435374,-1.0171194064202722,-1.1124999252128212,-0.987493519894783
