,barra price,date
0,2010-03-01,1.042314354743128
1,2010-04-01,0.8547030974951072
2,2010-05-04,0.865002814306913
3,2010-06-01,1.0121415578461674
4,2010-07-01,1.0
5,2010-08-02,1.0
6,2010-09-01,0.9834307422559906
7,2010-10-08,1.0784031141354413
8,2010-11-01,0.8879903007591309
9,2010-12-01,0.9714986113912464
10,2011-01-04,0.9637951961160087
11,2011-02-01,1.038857313294338
12,2011-03-01,1.0330494146170286
13,2011-04-01,1.0995738504771022
14,2011-05-03,0.9566383486625009
15,2011-06-01,0.9713182732250063
16,2011-07-01,1.01594305834706
17,2011-08-01,0.9843071339322902
18,2011-09-01,0.9155244586160519
19,2011-10-10,1.0871036429361371
20,2011-11-01,0.942438505921652
21,2011-12-01,0.9546472474181957
22,2012-01-04,1.0850913018530395
23,2012-02-01,1.047421301480652
24,2012-03-01,0.9135199346647858
25,2012-04-05,1.066074998780904
26,2012-05-02,0.9404141127679687
27,2012-06-01,0.9600667985343234
28,2012-07-02,1.0006586169045004
29,2012-08-01,0.9373375637087792
30,2012-09-03,0.9120289515853154
31,2012-10-08,1.040094758661534
32,2012-11-01,0.9387313517822571
33,2012-12-03,1.273080189251486
34,2013-01-04,1.4027539546407473
35,2013-02-01,1.028078756382822
36,2013-03-01,0.8842218869420614
37,2013-04-01,0.9274131274131274
38,2013-05-02,1.1057586419918886
39,2013-06-03,0.7531486452020355
40,2013-07-01,1.01743210991421
41,2013-08-01,1.0836701377331877
42,2013-09-02,1.135815831041947
43,2013-10-08,1.135955085116794
44,2013-11-01,0.9913507753695475
45,2013-12-02,0.8894491898505483
46,2014-01-02,0.9305007392170727
47,2014-02-07,0.9701294574393124
48,2014-03-03,0.9782531295840039
49,2014-04-01,1.0176008152569516
50,2014-05-05,1.0473111203307628
51,2014-06-03,1.0421003742862607
52,2014-07-01,1.0851903313758389
53,2014-08-01,0.9626149033060746
54,2014-09-01,0.9961225719018221
55,2014-10-08,1.082838894977514
56,2014-11-03,1.0972091345874195
57,2014-12-01,1.31419180406086
58,2015-01-05,0.8508164714235001
59,2015-02-02,1.0293484548204481
60,2015-03-02,1.1375561942663424
61,2015-04-01,1.2529963396067507
62,2015-05-04,0.9624688964291486
63,2015-06-01,0.875468378570757
64,2015-07-01,0.9209805711305256
65,2015-08-03,0.9024910261428656
66,2015-09-01,0.9248082832701198
67,2015-10-08,1.041121588584543
68,2015-11-02,1.054755788989419
69,2015-12-01,0.9642613744786414
70,2016-01-04,0.8649591013607749
71,2016-02-01,0.9897914714662367
72,2016-03-01,1.0989664168015059
73,2016-04-01,1.0018830128205127
74,2016-05-03,0.981275242931979
75,2016-06-01,1.012154245835668
76,2016-07-01,1.06544671256593
77,2016-08-01,1.0183183750590459
78,2016-09-01,0.9650799246676376
79,2016-10-10,1.0021917808219178
80,2016-11-01,1.0503294869212396
81,2016-12-01,0.9541643835616438
82,2017-01-03,1.010911074740862
83,2017-02-03,1.0248435443709112
84,2017-03-01,0.9704928634117049
85,2017-04-05,0.9706809073688019
86,2017-05-02,1.0279687362093144
87,2017-06-01,1.0228480390753938
88,2017-07-03,1.1914976962823405
89,2017-08-01,1.0154050880626224
90,2017-09-01,1.008025100602846
91,2017-10-09,1.0088483393112522
92,2017-11-01,1.1403544679947843
93,2017-12-01,1.0538452845490625
94,2018-01-02,1.0240899256296876
95,2018-02-01,0.8581582999692023
96,2018-03-01,0.8895364694735934
97,2018-04-02,1.015871607010296
98,2018-05-02,0.9365840872445373
99,2018-06-01,0.8449391510834074
100,2018-07-02,1.0790015155925365
