,date,book_to_price_ratio_predict,leverage_predict,earnings_yield_predict,beta_predict,growth_predict,residual_volatility_predict,non_linear_size_predict,liquidity_predict,momentum_predict,size_predict
389,2020-02-03,1.032488,1.032488,1.032488,1.032488,1.032488,1.032488,1.032488,1.032488,1.032488,1.032488
390,2020-03-02,1.13271,1.13271,1.13271,1.13271,1.13271,1.13271,1.13271,1.13271,1.13271,1.13271
391,2020-04-01,1.0939794,1.0939794,1.0939794,1.0939794,1.0939794,1.0939794,1.0939794,1.0939794,1.0939794,1.0939794
392,2020-05-06,1.1354809,1.1354809,1.1354809,1.1354809,1.1354809,1.1354809,1.1354809,1.1354809,1.1354809,1.1354809
393,2020-06-01,1.117843,1.117843,1.117843,1.117843,1.117843,1.117843,1.117843,1.117843,1.117843,1.117843
394,2020-07-01,0.9253395,0.9253395,0.9253395,0.9253395,0.9253395,0.9253395,0.9253395,0.9253395,0.9253395,0.9253395
395,2020-08-03,0.82794124,0.82794124,0.82794124,0.82794124,0.82794124,0.82794124,0.82794124,0.82794124,0.82794124,0.82794124
396,2020-09-01,1.0502071,1.0502071,1.0502071,1.0502071,1.0502071,1.0502071,1.0502071,1.0502071,1.0502071,1.0502071
397,2020-10-09,0.9714355,0.9714355,0.9714355,0.9714355,0.9714355,0.9714355,0.9714355,0.9714355,0.9714355,0.9714355
398,2020-11-02,0.8840636,0.8840636,0.8840636,0.8840636,0.8840636,0.8840636,0.8840636,0.8840636,0.8840636,0.8840636
399,2020-12-01,0.8444213,0.8444213,0.8444213,0.8444213,0.8444213,0.8444213,0.8444213,0.8444213,0.8444213,0.8444213
400,2018-12-03,0.99592435,0.99592435,0.99592435,0.99592435,0.99592435,0.99592435,0.99592435,0.99592435,0.99592435,0.99592435
401,2019-01-02,0.9963412,0.9963412,0.9963412,0.9963412,0.9963412,0.9963412,0.9963412,0.9963412,0.9963412,0.9963412
402,2019-02-01,0.9106275,0.9106275,0.9106275,0.9106275,0.9106275,0.9106275,0.9106275,0.9106275,0.9106275,0.9106275
403,2019-03-01,0.8731708,0.8731708,0.8731708,0.8731708,0.8731708,0.8731708,0.8731708,0.8731708,0.8731708,0.8731708
404,2019-04-01,0.83692586,0.83692586,0.83692586,0.83692586,0.83692586,0.83692586,0.83692586,0.83692586,0.83692586,0.83692586
405,2019-05-06,0.83383167,0.83383167,0.83383167,0.83383167,0.83383167,0.83383167,0.83383167,0.83383167,0.83383167,0.83383167
406,2019-06-03,0.91721666,0.91721666,0.91721666,0.91721666,0.91721666,0.91721666,0.91721666,0.91721666,0.91721666,0.91721666
407,2019-07-01,0.8857817,0.8857817,0.8857817,0.8857817,0.8857817,0.8857817,0.8857817,0.8857817,0.8857817,0.8857817
408,2019-08-01,0.81792206,0.81792206,0.81792206,0.81792206,0.81792206,0.81792206,0.81792206,0.81792206,0.81792206,0.81792206
409,2019-09-02,0.9693837,0.9693837,0.9693837,0.9693837,0.9693837,0.9693837,0.9693837,0.9693837,0.9693837,0.9693837
410,2019-10-08,0.83734506,0.83734506,0.83734506,0.83734506,0.83734506,0.83734506,0.83734506,0.83734506,0.83734506,0.83734506
411,2019-11-01,0.8947328,0.8947328,0.8947328,0.8947328,0.8947328,0.8947328,0.8947328,0.8947328,0.8947328,0.8947328
412,2019-12-02,1.0983332,1.0983332,1.0983332,1.0983332,1.0983332,1.0983332,1.0983332,1.0983332,1.0983332,1.0983332
413,2020-01-02,0.9653677,0.9653677,0.9653677,0.9653677,0.9653677,0.9653677,0.9653677,0.9653677,0.9653677,0.9653677
414,2020-02-03,0.9765902,0.9765902,0.9765902,0.9765902,0.9765902,0.9765902,0.9765902,0.9765902,0.9765902,0.9765902
415,2020-03-02,0.9724057,0.9724057,0.9724057,0.9724057,0.9724057,0.9724057,0.9724057,0.9724057,0.9724057,0.9724057
416,2020-04-01,0.88180053,0.88180053,0.88180053,0.88180053,0.88180053,0.88180053,0.88180053,0.88180053,0.88180053,0.88180053
417,2020-05-06,0.7954498,0.7954498,0.7954498,0.7954498,0.7954498,0.7954498,0.7954498,0.7954498,0.7954498,0.7954498
418,2020-06-01,0.65755415,0.65755415,0.65755415,0.65755415,0.65755415,0.65755415,0.65755415,0.65755415,0.65755415,0.65755415
419,2020-07-01,0.9304043,0.9304043,0.9304043,0.9304043,0.9304043,0.9304043,0.9304043,0.9304043,0.9304043,0.9304043
420,2020-08-03,0.89939535,0.89939535,0.89939535,0.89939535,0.89939535,0.89939535,0.89939535,0.89939535,0.89939535,0.89939535
421,2020-09-01,0.808173,0.808173,0.808173,0.808173,0.808173,0.808173,0.808173,0.808173,0.808173,0.808173
422,2020-10-09,0.9875337,0.9875337,0.9875337,0.9875337,0.9875337,0.9875337,0.9875337,0.9875337,0.9875337,0.9875337
423,2020-11-02,1.0375012,1.0375012,1.0375012,1.0375012,1.0375012,1.0375012,1.0375012,1.0375012,1.0375012,1.0375012
424,2020-12-01,0.74786687,0.74786687,0.74786687,0.74786687,0.74786687,0.74786687,0.74786687,0.74786687,0.74786687,0.74786687
425,2018-12-03,0.91832846,0.91832846,0.91832846,0.91832846,0.91832846,0.91832846,0.91832846,0.91832846,0.91832846,0.91832846
426,2019-01-02,0.95746434,0.95746434,0.95746434,0.95746434,0.95746434,0.95746434,0.95746434,0.95746434,0.95746434,0.95746434
427,2019-02-01,0.90694547,0.90694547,0.90694547,0.90694547,0.90694547,0.90694547,0.90694547,0.90694547,0.90694547,0.90694547
428,2019-03-01,1.0845875,1.0845875,1.0845875,1.0845875,1.0845875,1.0845875,1.0845875,1.0845875,1.0845875,1.0845875
429,2019-04-01,1.0220594,1.0220594,1.0220594,1.0220594,1.0220594,1.0220594,1.0220594,1.0220594,1.0220594,1.0220594
430,2019-05-06,1.0786766,1.0786766,1.0786766,1.0786766,1.0786766,1.0786766,1.0786766,1.0786766,1.0786766,1.0786766
431,2019-06-03,0.8432711,0.8432711,0.8432711,0.8432711,0.8432711,0.8432711,0.8432711,0.8432711,0.8432711,0.8432711
432,2019-07-01,0.97248334,0.97248334,0.97248334,0.97248334,0.97248334,0.97248334,0.97248334,0.97248334,0.97248334,0.97248334
433,2019-08-01,0.93533677,0.93533677,0.93533677,0.93533677,0.93533677,0.93533677,0.93533677,0.93533677,0.93533677,0.93533677
434,2019-09-02,0.94449955,0.94449955,0.94449955,0.94449955,0.94449955,0.94449955,0.94449955,0.94449955,0.94449955,0.94449955
435,2019-10-08,0.9086484,0.9086484,0.9086484,0.9086484,0.9086484,0.9086484,0.9086484,0.9086484,0.9086484,0.9086484
436,2019-11-01,0.93749493,0.93749493,0.93749493,0.93749493,0.93749493,0.93749493,0.93749493,0.93749493,0.93749493,0.93749493
437,2019-12-02,1.0813509,1.0813509,1.0813509,1.0813509,1.0813509,1.0813509,1.0813509,1.0813509,1.0813509,1.0813509
438,2020-01-02,0.9593649,0.9593649,0.9593649,0.9593649,0.9593649,0.9593649,0.9593649,0.9593649,0.9593649,0.9593649
439,2020-02-03,1.1980627,1.1980627,1.1980627,1.1980627,1.1980627,1.1980627,1.1980627,1.1980627,1.1980627,1.1980627
440,2020-03-02,0.79802513,0.79802513,0.79802513,0.79802513,0.79802513,0.79802513,0.79802513,0.79802513,0.79802513,0.79802513
441,2020-04-01,0.8279302,0.8279302,0.8279302,0.8279302,0.8279302,0.8279302,0.8279302,0.8279302,0.8279302,0.8279302
442,2020-05-06,0.83256125,0.83256125,0.83256125,0.83256125,0.83256125,0.83256125,0.83256125,0.83256125,0.83256125,0.83256125
443,2020-06-01,0.80138487,0.80138487,0.80138487,0.80138487,0.80138487,0.80138487,0.80138487,0.80138487,0.80138487,0.80138487
444,2020-07-01,0.98435706,0.98435706,0.98435706,0.98435706,0.98435706,0.98435706,0.98435706,0.98435706,0.98435706,0.98435706
445,2020-08-03,1.0409292,1.0409292,1.0409292,1.0409292,1.0409292,1.0409292,1.0409292,1.0409292,1.0409292,1.0409292
446,2020-09-01,0.937345,0.937345,0.937345,0.937345,0.937345,0.937345,0.937345,0.937345,0.937345,0.937345
447,2020-10-09,1.0549749,1.0549749,1.0549749,1.0549749,1.0549749,1.0549749,1.0549749,1.0549749,1.0549749,1.0549749
448,2020-11-02,0.90398747,0.90398747,0.90398747,0.90398747,0.90398747,0.90398747,0.90398747,0.90398747,0.90398747,0.90398747
449,2020-12-01,0.9394732,0.9394732,0.9394732,0.9394732,0.9394732,0.9394732,0.9394732,0.9394732,0.9394732,0.9394732
450,2018-12-03,0.97777635,0.97777635,0.97777635,0.97777635,0.97777635,0.97777635,0.97777635,0.97777635,0.97777635,0.97777635
451,2019-01-02,0.9976186,0.9976186,0.9976186,0.9976186,0.9976186,0.9976186,0.9976186,0.9976186,0.9976186,0.9976186
452,2019-02-01,0.9316224,0.9316224,0.9316224,0.9316224,0.9316224,0.9316224,0.9316224,0.9316224,0.9316224,0.9316224
453,2019-03-01,0.9771639,0.9771639,0.9771639,0.9771639,0.9771639,0.9771639,0.9771639,0.9771639,0.9771639,0.9771639
454,2019-04-01,0.83692586,0.83692586,0.83692586,0.83692586,0.83692586,0.83692586,0.83692586,0.83692586,0.83692586,0.83692586
455,2019-05-06,0.8199351,0.8199351,0.8199351,0.8199351,0.8199351,0.8199351,0.8199351,0.8199351,0.8199351,0.8199351
456,2019-06-03,0.8979161,0.8979161,0.8979161,0.8979161,0.8979161,0.8979161,0.8979161,0.8979161,0.8979161,0.8979161
457,2019-07-01,0.598343,0.598343,0.598343,0.598343,0.598343,0.598343,0.598343,0.598343,0.598343,0.598343
458,2019-08-01,0.93533677,0.93533677,0.93533677,0.93533677,0.93533677,0.93533677,0.93533677,0.93533677,0.93533677,0.93533677
459,2019-09-02,0.90172434,0.90172434,0.90172434,0.90172434,0.90172434,0.90172434,0.90172434,0.90172434,0.90172434,0.90172434
460,2019-10-08,0.85513633,0.85513633,0.85513633,0.85513633,0.85513633,0.85513633,0.85513633,0.85513633,0.85513633,0.85513633
461,2019-11-01,1.0761924,1.0761924,1.0761924,1.0761924,1.0761924,1.0761924,1.0761924,1.0761924,1.0761924,1.0761924
462,2019-12-02,0.6719659,0.6719659,0.6719659,0.6719659,0.6719659,0.6719659,0.6719659,0.6719659,0.6719659,0.6719659
463,2020-01-02,1.1157982,1.1157982,1.1157982,1.1157982,1.1157982,1.1157982,1.1157982,1.1157982,1.1157982,1.1157982
464,2020-02-03,0.92799985,0.92799985,0.92799985,0.92799985,0.92799985,0.92799985,0.92799985,0.92799985,0.92799985,0.92799985
465,2020-03-02,1.1138786,1.1138786,1.1138786,1.1138786,1.1138786,1.1138786,1.1138786,1.1138786,1.1138786,1.1138786
466,2020-04-01,1.0612496,1.0612496,1.0612496,1.0612496,1.0612496,1.0612496,1.0612496,1.0612496,1.0612496,1.0612496
467,2020-05-06,1.0684013,1.0684013,1.0684013,1.0684013,1.0684013,1.0684013,1.0684013,1.0684013,1.0684013,1.0684013
468,2020-06-01,1.070288,1.070288,1.070288,1.070288,1.070288,1.070288,1.070288,1.070288,1.070288,1.070288
469,2020-07-01,0.94238335,0.94238335,0.94238335,0.94238335,0.94238335,0.94238335,0.94238335,0.94238335,0.94238335,0.94238335
470,2020-08-03,0.9014517,0.9014517,0.9014517,0.9014517,0.9014517,0.9014517,0.9014517,0.9014517,0.9014517,0.9014517
471,2020-09-01,0.87016857,0.87016857,0.87016857,0.87016857,0.87016857,0.87016857,0.87016857,0.87016857,0.87016857,0.87016857
472,2020-10-09,0.8969025,0.8969025,0.8969025,0.8969025,0.8969025,0.8969025,0.8969025,0.8969025,0.8969025,0.8969025
473,2020-11-02,0.9346747,0.9346747,0.9346747,0.9346747,0.9346747,0.9346747,0.9346747,0.9346747,0.9346747,0.9346747
474,2020-12-01,0.96661526,0.96661526,0.96661526,0.96661526,0.96661526,0.96661526,0.96661526,0.96661526,0.96661526,0.96661526
475,2018-12-03,0.9137904,0.9137904,0.9137904,0.9137904,0.9137904,0.9137904,0.9137904,0.9137904,0.9137904,0.9137904
476,2019-01-02,1.0268455,1.0268455,1.0268455,1.0268455,1.0268455,1.0268455,1.0268455,1.0268455,1.0268455,1.0268455
477,2019-02-01,1.1003821,1.1003821,1.1003821,1.1003821,1.1003821,1.1003821,1.1003821,1.1003821,1.1003821,1.1003821
478,2019-03-01,1.0975493,1.0975493,1.0975493,1.0975493,1.0975493,1.0975493,1.0975493,1.0975493,1.0975493,1.0975493
479,2019-04-01,1.0788312,1.0788312,1.0788312,1.0788312,1.0788312,1.0788312,1.0788312,1.0788312,1.0788312,1.0788312
480,2019-05-06,0.9900675,0.9900675,0.9900675,0.9900675,0.9900675,0.9900675,0.9900675,0.9900675,0.9900675,0.9900675
481,2019-06-03,0.812431,0.812431,0.812431,0.812431,0.812431,0.812431,0.812431,0.812431,0.812431,0.812431
482,2019-07-01,1.0132422,1.0132422,1.0132422,1.0132422,1.0132422,1.0132422,1.0132422,1.0132422,1.0132422,1.0132422
483,2019-08-01,0.9336023,0.9336023,0.9336023,0.9336023,0.9336023,0.9336023,0.9336023,0.9336023,0.9336023,0.9336023
484,2019-09-02,0.99801165,0.99801165,0.99801165,0.99801165,0.99801165,0.99801165,0.99801165,0.99801165,0.99801165,0.99801165
485,2019-10-08,1.0654662,1.0654662,1.0654662,1.0654662,1.0654662,1.0654662,1.0654662,1.0654662,1.0654662,1.0654662
486,2019-11-01,0.9512299,0.9512299,0.9512299,0.9512299,0.9512299,0.9512299,0.9512299,0.9512299,0.9512299,0.9512299
487,2019-12-02,1.009198,1.009198,1.009198,1.009198,1.009198,1.009198,1.009198,1.009198,1.009198,1.009198
488,2020-01-02,0.94808584,0.94808584,0.94808584,0.94808584,0.94808584,0.94808584,0.94808584,0.94808584,0.94808584,0.94808584
489,2020-02-03,0.84008324,0.84008324,0.84008324,0.84008324,0.84008324,0.84008324,0.84008324,0.84008324,0.84008324,0.84008324
490,2020-03-02,1.1871608,1.1871608,1.1871608,1.1871608,1.1871608,1.1871608,1.1871608,1.1871608,1.1871608,1.1871608
491,2020-04-01,0.98604363,0.98604363,0.98604363,0.98604363,0.98604363,0.98604363,0.98604363,0.98604363,0.98604363,0.98604363
492,2020-05-06,1.0563508,1.0563508,1.0563508,1.0563508,1.0563508,1.0563508,1.0563508,1.0563508,1.0563508,1.0563508
493,2020-06-01,0.9176111,0.9176111,0.9176111,0.9176111,0.9176111,0.9176111,0.9176111,0.9176111,0.9176111,0.9176111
494,2020-07-01,1.0798873,1.0798873,1.0798873,1.0798873,1.0798873,1.0798873,1.0798873,1.0798873,1.0798873,1.0798873
495,2020-08-03,1.0904714,1.0904714,1.0904714,1.0904714,1.0904714,1.0904714,1.0904714,1.0904714,1.0904714,1.0904714
496,2020-09-01,1.0998557,1.0998557,1.0998557,1.0998557,1.0998557,1.0998557,1.0998557,1.0998557,1.0998557,1.0998557
497,2020-10-09,0.92826957,0.92826957,0.92826957,0.92826957,0.92826957,0.92826957,0.92826957,0.92826957,0.92826957,0.92826957
498,2020-11-02,1.0131541,1.0131541,1.0131541,1.0131541,1.0131541,1.0131541,1.0131541,1.0131541,1.0131541,1.0131541
499,2020-12-01,0.95582056,0.95582056,0.95582056,0.95582056,0.95582056,0.95582056,0.95582056,0.95582056,0.95582056,0.95582056
500,2018-12-03,1.1217324,1.1217324,1.1217324,1.1217324,1.1217324,1.1217324,1.1217324,1.1217324,1.1217324,1.1217324
501,2019-01-02,1.065371,1.065371,1.065371,1.065371,1.065371,1.065371,1.065371,1.065371,1.065371,1.065371
502,2019-02-01,1.0419779,1.0419779,1.0419779,1.0419779,1.0419779,1.0419779,1.0419779,1.0419779,1.0419779,1.0419779
503,2019-03-01,1.0890423,1.0890423,1.0890423,1.0890423,1.0890423,1.0890423,1.0890423,1.0890423,1.0890423,1.0890423
504,2019-04-01,1.0938821,1.0938821,1.0938821,1.0938821,1.0938821,1.0938821,1.0938821,1.0938821,1.0938821,1.0938821
505,2019-05-06,1.061392,1.061392,1.061392,1.061392,1.061392,1.061392,1.061392,1.061392,1.061392,1.061392
506,2019-06-03,1.0482062,1.0482062,1.0482062,1.0482062,1.0482062,1.0482062,1.0482062,1.0482062,1.0482062,1.0482062
507,2019-07-01,1.1226126,1.1226126,1.1226126,1.1226126,1.1226126,1.1226126,1.1226126,1.1226126,1.1226126,1.1226126
508,2019-08-01,1.1428751,1.1428751,1.1428751,1.1428751,1.1428751,1.1428751,1.1428751,1.1428751,1.1428751,1.1428751
509,2019-09-02,1.0622156,1.0622156,1.0622156,1.0622156,1.0622156,1.0622156,1.0622156,1.0622156,1.0622156,1.0622156
510,2019-10-08,1.12203,1.12203,1.12203,1.12203,1.12203,1.12203,1.12203,1.12203,1.12203,1.12203
511,2019-11-01,1.0755786,1.0755786,1.0755786,1.0755786,1.0755786,1.0755786,1.0755786,1.0755786,1.0755786,1.0755786
512,2019-12-02,1.0352589,1.0352589,1.0352589,1.0352589,1.0352589,1.0352589,1.0352589,1.0352589,1.0352589,1.0352589
513,2020-01-02,1.01447,1.01447,1.01447,1.01447,1.01447,1.01447,1.01447,1.01447,1.01447,1.01447
514,2020-02-03,1.1035521,1.1035521,1.1035521,1.1035521,1.1035521,1.1035521,1.1035521,1.1035521,1.1035521,1.1035521
515,2020-03-02,1.1540978,1.1540978,1.1540978,1.1540978,1.1540978,1.1540978,1.1540978,1.1540978,1.1540978,1.1540978
516,2020-04-01,1.1454601,1.1454601,1.1454601,1.1454601,1.1454601,1.1454601,1.1454601,1.1454601,1.1454601,1.1454601
517,2020-05-06,1.0895667,1.0895667,1.0895667,1.0895667,1.0895667,1.0895667,1.0895667,1.0895667,1.0895667,1.0895667
518,2020-06-01,1.0456984,1.0456984,1.0456984,1.0456984,1.0456984,1.0456984,1.0456984,1.0456984,1.0456984,1.0456984
519,2020-07-01,1.1010034,1.1010034,1.1010034,1.1010034,1.1010034,1.1010034,1.1010034,1.1010034,1.1010034,1.1010034
520,2020-08-03,1.1492289,1.1492289,1.1492289,1.1492289,1.1492289,1.1492289,1.1492289,1.1492289,1.1492289,1.1492289
521,2020-09-01,1.1304436,1.1304436,1.1304436,1.1304436,1.1304436,1.1304436,1.1304436,1.1304436,1.1304436,1.1304436
522,2020-10-09,1.0932215,1.0932215,1.0932215,1.0932215,1.0932215,1.0932215,1.0932215,1.0932215,1.0932215,1.0932215
523,2020-11-02,1.1136606,1.1136606,1.1136606,1.1136606,1.1136606,1.1136606,1.1136606,1.1136606,1.1136606,1.1136606
524,2020-12-01,1.0661159,1.0661159,1.0661159,1.0661159,1.0661159,1.0661159,1.0661159,1.0661159,1.0661159,1.0661159
525,2018-12-03,0.9268024,0.9268024,0.9268024,0.9268024,0.9268024,0.9268024,0.9268024,0.9268024,0.9268024,0.9268024
526,2019-01-02,0.7630913,0.7630913,0.7630913,0.7630913,0.7630913,0.7630913,0.7630913,0.7630913,0.7630913,0.7630913
527,2019-02-01,0.9883322,0.9883322,0.9883322,0.9883322,0.9883322,0.9883322,0.9883322,0.9883322,0.9883322,0.9883322
528,2019-03-01,0.9093402,0.9093402,0.9093402,0.9093402,0.9093402,0.9093402,0.9093402,0.9093402,0.9093402,0.9093402
529,2019-04-01,0.8878963,0.8878963,0.8878963,0.8878963,0.8878963,0.8878963,0.8878963,0.8878963,0.8878963,0.8878963
530,2019-05-06,1.0424949,1.0424949,1.0424949,1.0424949,1.0424949,1.0424949,1.0424949,1.0424949,1.0424949,1.0424949
531,2019-06-03,0.88322026,0.88322026,0.88322026,0.88322026,0.88322026,0.88322026,0.88322026,0.88322026,0.88322026,0.88322026
532,2019-07-01,0.86788726,0.86788726,0.86788726,0.86788726,0.86788726,0.86788726,0.86788726,0.86788726,0.86788726,0.86788726
533,2019-08-01,0.93533677,0.93533677,0.93533677,0.93533677,0.93533677,0.93533677,0.93533677,0.93533677,0.93533677,0.93533677
534,2019-09-02,0.94449955,0.94449955,0.94449955,0.94449955,0.94449955,0.94449955,0.94449955,0.94449955,0.94449955,0.94449955
535,2019-10-08,0.9894609,0.9894609,0.9894609,0.9894609,0.9894609,0.9894609,0.9894609,0.9894609,0.9894609,0.9894609
536,2019-11-01,1.0622152,1.0622152,1.0622152,1.0622152,1.0622152,1.0622152,1.0622152,1.0622152,1.0622152,1.0622152
537,2019-12-02,1.1255211,1.1255211,1.1255211,1.1255211,1.1255211,1.1255211,1.1255211,1.1255211,1.1255211,1.1255211
538,2020-01-02,1.0781958,1.0781958,1.0781958,1.0781958,1.0781958,1.0781958,1.0781958,1.0781958,1.0781958,1.0781958
539,2020-02-03,1.0921898,1.0921898,1.0921898,1.0921898,1.0921898,1.0921898,1.0921898,1.0921898,1.0921898,1.0921898
540,2020-03-02,1.0011859,1.0011859,1.0011859,1.0011859,1.0011859,1.0011859,1.0011859,1.0011859,1.0011859,1.0011859
541,2020-04-01,0.9973493,0.9973493,0.9973493,0.9973493,0.9973493,0.9973493,0.9973493,0.9973493,0.9973493,0.9973493
542,2020-05-06,1.0203397,1.0203397,1.0203397,1.0203397,1.0203397,1.0203397,1.0203397,1.0203397,1.0203397,1.0203397
543,2020-06-01,1.0071493,1.0071493,1.0071493,1.0071493,1.0071493,1.0071493,1.0071493,1.0071493,1.0071493,1.0071493
544,2020-07-01,1.1109145,1.1109145,1.1109145,1.1109145,1.1109145,1.1109145,1.1109145,1.1109145,1.1109145,1.1109145
545,2020-08-03,1.1202017,1.1202017,1.1202017,1.1202017,1.1202017,1.1202017,1.1202017,1.1202017,1.1202017,1.1202017
546,2020-09-01,1.0709194,1.0709194,1.0709194,1.0709194,1.0709194,1.0709194,1.0709194,1.0709194,1.0709194,1.0709194
547,2020-10-09,1.0748589,1.0748589,1.0748589,1.0748589,1.0748589,1.0748589,1.0748589,1.0748589,1.0748589,1.0748589
548,2020-11-02,1.0954432,1.0954432,1.0954432,1.0954432,1.0954432,1.0954432,1.0954432,1.0954432,1.0954432,1.0954432
549,2020-12-01,1.0804254,1.0804254,1.0804254,1.0804254,1.0804254,1.0804254,1.0804254,1.0804254,1.0804254,1.0804254
550,2018-12-03,0.8015466,0.8015466,0.8015466,0.8015466,0.8015466,0.8015466,0.8015466,0.8015466,0.8015466,0.8015466
551,2019-01-02,1.0026766,1.0026766,1.0026766,1.0026766,1.0026766,1.0026766,1.0026766,1.0026766,1.0026766,1.0026766
552,2019-02-01,1.1276317,1.1276317,1.1276317,1.1276317,1.1276317,1.1276317,1.1276317,1.1276317,1.1276317,1.1276317
553,2019-03-01,1.0111403,1.0111403,1.0111403,1.0111403,1.0111403,1.0111403,1.0111403,1.0111403,1.0111403,1.0111403
554,2019-04-01,1.0646019,1.0646019,1.0646019,1.0646019,1.0646019,1.0646019,1.0646019,1.0646019,1.0646019,1.0646019
555,2019-05-06,0.8851701,0.8851701,0.8851701,0.8851701,0.8851701,0.8851701,0.8851701,0.8851701,0.8851701,0.8851701
556,2019-06-03,1.0366131,1.0366131,1.0366131,1.0366131,1.0366131,1.0366131,1.0366131,1.0366131,1.0366131,1.0366131
557,2019-07-01,0.9573126,0.9573126,0.9573126,0.9573126,0.9573126,0.9573126,0.9573126,0.9573126,0.9573126,0.9573126
558,2019-08-01,1.0576348,1.0576348,1.0576348,1.0576348,1.0576348,1.0576348,1.0576348,1.0576348,1.0576348,1.0576348
559,2019-09-02,0.9919619,0.9919619,0.9919619,0.9919619,0.9919619,0.9919619,0.9919619,0.9919619,0.9919619,0.9919619
560,2019-10-08,1.043547,1.043547,1.043547,1.043547,1.043547,1.043547,1.043547,1.043547,1.043547,1.043547
561,2019-11-01,1.0259969,1.0259969,1.0259969,1.0259969,1.0259969,1.0259969,1.0259969,1.0259969,1.0259969,1.0259969
562,2019-12-02,0.9234436,0.9234436,0.9234436,0.9234436,0.9234436,0.9234436,0.9234436,0.9234436,0.9234436,0.9234436
563,2020-01-02,1.1129631,1.1129631,1.1129631,1.1129631,1.1129631,1.1129631,1.1129631,1.1129631,1.1129631,1.1129631
564,2020-02-03,1.047837,1.047837,1.047837,1.047837,1.047837,1.047837,1.047837,1.047837,1.047837,1.047837
565,2020-03-02,0.9406424,0.9406424,0.9406424,0.9406424,0.9406424,0.9406424,0.9406424,0.9406424,0.9406424,0.9406424
566,2020-04-01,0.9483766,0.9483766,0.9483766,0.9483766,0.9483766,0.9483766,0.9483766,0.9483766,0.9483766,0.9483766
567,2020-05-06,0.82062966,0.82062966,0.82062966,0.82062966,0.82062966,0.82062966,0.82062966,0.82062966,0.82062966,0.82062966
568,2020-06-01,0.8109394,0.8109394,0.8109394,0.8109394,0.8109394,0.8109394,0.8109394,0.8109394,0.8109394,0.8109394
569,2020-07-01,1.0734456,1.0734456,1.0734456,1.0734456,1.0734456,1.0734456,1.0734456,1.0734456,1.0734456,1.0734456
570,2020-08-03,0.98288006,0.98288006,0.98288006,0.98288006,0.98288006,0.98288006,0.98288006,0.98288006,0.98288006,0.98288006
571,2020-09-01,0.9494172,0.9494172,0.9494172,0.9494172,0.9494172,0.9494172,0.9494172,0.9494172,0.9494172,0.9494172
572,2020-10-09,0.92008716,0.92008716,0.92008716,0.92008716,0.92008716,0.92008716,0.92008716,0.92008716,0.92008716,0.92008716
573,2020-11-02,0.9569707,0.9569707,0.9569707,0.9569707,0.9569707,0.9569707,0.9569707,0.9569707,0.9569707,0.9569707
574,2020-12-01,1.0469891,1.0469891,1.0469891,1.0469891,1.0469891,1.0469891,1.0469891,1.0469891,1.0469891,1.0469891
575,2018-12-03,0.96681297,0.96681297,0.96681297,0.96681297,0.96681297,0.96681297,0.96681297,0.96681297,0.96681297,0.96681297
576,2019-01-02,1.0174366,1.0174366,1.0174366,1.0174366,1.0174366,1.0174366,1.0174366,1.0174366,1.0174366,1.0174366
577,2019-02-01,0.9105911,0.9105911,0.9105911,0.9105911,0.9105911,0.9105911,0.9105911,0.9105911,0.9105911,0.9105911
578,2019-03-01,0.8731708,0.8731708,0.8731708,0.8731708,0.8731708,0.8731708,0.8731708,0.8731708,0.8731708,0.8731708
579,2019-04-01,0.8798525,0.8798525,0.8798525,0.8798525,0.8798525,0.8798525,0.8798525,0.8798525,0.8798525,0.8798525
580,2019-05-06,0.8199351,0.8199351,0.8199351,0.8199351,0.8199351,0.8199351,0.8199351,0.8199351,0.8199351,0.8199351
581,2019-06-03,0.8432711,0.8432711,0.8432711,0.8432711,0.8432711,0.8432711,0.8432711,0.8432711,0.8432711,0.8432711
582,2019-07-01,0.9494446,0.9494446,0.9494446,0.9494446,0.9494446,0.9494446,0.9494446,0.9494446,0.9494446,0.9494446
583,2019-08-01,0.93533677,0.93533677,0.93533677,0.93533677,0.93533677,0.93533677,0.93533677,0.93533677,0.93533677,0.93533677
584,2019-09-02,0.94449955,0.94449955,0.94449955,0.94449955,0.94449955,0.94449955,0.94449955,0.94449955,0.94449955,0.94449955
585,2019-10-08,0.95971143,0.95971143,0.95971143,0.95971143,0.95971143,0.95971143,0.95971143,0.95971143,0.95971143,0.95971143
586,2019-11-01,1.0309623,1.0309623,1.0309623,1.0309623,1.0309623,1.0309623,1.0309623,1.0309623,1.0309623,1.0309623
587,2019-12-02,1.1236086,1.1236086,1.1236086,1.1236086,1.1236086,1.1236086,1.1236086,1.1236086,1.1236086,1.1236086
588,2020-01-02,1.0137246,1.0137246,1.0137246,1.0137246,1.0137246,1.0137246,1.0137246,1.0137246,1.0137246,1.0137246
589,2020-02-03,0.9529734,0.9529734,0.9529734,0.9529734,0.9529734,0.9529734,0.9529734,0.9529734,0.9529734,0.9529734
590,2020-03-02,0.97030574,0.97030574,0.97030574,0.97030574,0.97030574,0.97030574,0.97030574,0.97030574,0.97030574,0.97030574
591,2020-04-01,1.3067231,1.3067231,1.3067231,1.3067231,1.3067231,1.3067231,1.3067231,1.3067231,1.3067231,1.3067231
